decision_mode,model_name,contract_id,contract_address,collection_type,snapshot_idx,start_block,end_block,low_rep_threshold_pct,trigger_k,holding_state,decision,confidence,reason,is_low_rep,low_rep_streak,next_trade_exists,prompt_tokens,completion_tokens,total_tokens,latency_ms,parse_success,raw_decision_text
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 2 consecutive windows and no position is open,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.8,3,flat,AVOID_BUY,0.67,reputation stayed below the buy safety threshold for 3 consecutive windows and no position is open,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 2 consecutive windows and no position is open,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.9,3,flat,AVOID_BUY,0.67,reputation stayed below the buy safety threshold for 3 consecutive windows and no position is open,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.8,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.8,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 2 consecutive windows and no position is open,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.8,3,flat,AVOID_BUY,0.67,reputation stayed below the buy safety threshold for 3 consecutive windows and no position is open,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.9,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.9,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 2 consecutive windows and no position is open,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.9,3,flat,AVOID_BUY,0.67,reputation stayed below the buy safety threshold for 3 consecutive windows and no position is open,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 2 consecutive windows and no position is open,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.8,3,flat,AVOID_BUY,0.67,reputation stayed below the buy safety threshold for 3 consecutive windows and no position is open,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.51,reputation stayed below the buy safety threshold for 0 consecutive windows and no position is open,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.9,3,flat,AVOID_BUY,0.51,reputation stayed below the buy safety threshold for 0 consecutive windows and no position is open,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.8,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.8,3,holding,HOLD,0.51,low reputation streak 0 has not yet reached trigger_k=3,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.8,3,holding,HOLD,0.51,low reputation streak 0 has not yet reached trigger_k=3,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.9,3,holding,HOLD,0.51,low reputation streak 0 has not yet reached trigger_k=3,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.9,3,holding,HOLD,0.51,low reputation streak 0 has not yet reached trigger_k=3,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.9,3,holding,HOLD,0.51,low reputation streak 0 has not yet reached trigger_k=3,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.8,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.8,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.8,3,holding,HOLD,0.67,low reputation streak 3 has not yet reached trigger_k=3,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.9,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.9,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.9,3,holding,HOLD,0.67,low reputation streak 3 has not yet reached trigger_k=3,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.8,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.8,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.8,3,holding,HOLD,0.67,low reputation streak 3 has not yet reached trigger_k=3,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.9,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.9,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.9,3,holding,HOLD,0.67,low reputation streak 3 has not yet reached trigger_k=3,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.8,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.8,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.8,3,holding,HOLD,0.67,low reputation streak 3 has not yet reached trigger_k=3,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.9,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.9,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.9,3,holding,HOLD,0.67,low reputation streak 3 has not yet reached trigger_k=3,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.8,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.8,3,holding,HOLD,0.59,low reputation streak 2 has not yet reached trigger_k=3,1,2,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.8,3,holding,HOLD,0.67,low reputation streak 3 has not yet reached trigger_k=3,1,3,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.9,3,holding,HOLD,0.59,low reputation streak 1 has not yet reached trigger_k=3,1,1,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,22,12828608,13913780,0.9,3,holding,HOLD,0.51,low reputation streak 0 has not yet reached trigger_k=3,0,0,0,0,0,0,0,1,
rule_agent,rule_agent,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,23,12828608,13963106,0.9,3,holding,HOLD,0.51,low reputation streak 0 has not yet reached trigger_k=3,0,0,0,0,0,0,0,1,
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.8,3,flat,AVOID_BUY,0.75,No trade activity and high gas costs indicate low liquidity and high risk,1,1,0,454,192,646,3392,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.75,
  ""reason"": ""No trade activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.85,"No market activity, zero liquidity and high gas costs indicate high risk",0,0,0,452,206,658,1700,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity, zero liquidity and high gas costs indicate high risk""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.85,No trade activity and high gas costs indicate low liquidity and high risk,0,0,0,454,215,669,1713,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No trade activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,20,12828608,13815128,0.9,3,flat,AVOID_BUY,0.8,No trade activity and high gas costs indicate low liquidity and high risk,0,0,0,454,191,645,2435,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.8,
  ""reason"": ""No trade activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.85,No trade activity and high gas costs indicate low liquidity and high risk,0,0,0,452,190,642,1775,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No trade activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0205c970_0205c970,0x97fe0e9f7e4bf770d57b41da3e77a8140205c970,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.85,No trade activity and high gas costs indicate low liquidity and high risk,0,0,0,454,215,669,1779,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No trade activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.8,3,flat,AVOID_BUY,0.85,"No market activity, zero liquidity and no price data indicate high risk",1,1,0,454,187,641,1478,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity, zero liquidity and no price data indicate high risk""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.8,3,flat,AVOID_BUY,0.85,"No market activity, zero liquidity and no price data indicate high risk for buying",1,2,0,454,190,644,1671,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity, zero liquidity and no price data indicate high risk for buying""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.8,3,flat,AVOID_BUY,0.73,No market activity and high gas costs indicate low liquidity and high risk,1,3,0,454,192,646,2028,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.73,
  ""reason"": ""No market activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,1,12828608,12877934,0.9,3,flat,AVOID_BUY,0.85,"No market activity, zero liquidity and no price data indicate high risk",1,1,0,454,187,641,1704,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity, zero liquidity and no price data indicate high risk""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,2,12828608,12927260,0.9,3,flat,AVOID_BUY,0.85,"No market activity, zero liquidity and no price data indicate high risk for buying",1,2,0,454,190,644,1776,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity, zero liquidity and no price data indicate high risk for buying""
}"
llm_base,gpt-oss-120b,8_3_0b7e393f_0b7e393f,0x4923017f3b7fac4e096b46e401c0662f0b7e393f,rugpull,3,12828608,12976586,0.9,3,flat,AVOID_BUY,0.85,No market activity and high gas costs indicate high risk for a flat position,1,3,0,454,203,657,1576,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity and high gas costs indicate high risk for a flat position""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.8,No trade activity or price data and high gas cost indicate low liquidity and high risk,1,1,0,454,213,667,1967,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.8,
  ""reason"": ""No trade activity or price data and high gas cost indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.8,3,flat,AVOID_BUY,0.85,"No market activity or price data and liquidity flag is off, indicating high risk",1,2,0,454,189,643,1756,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity or price data and liquidity flag is off, indicating high risk""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.8,3,flat,AVOID_BUY,0.85,No market activity and zero liquidity indicate high risk for purchase,1,3,0,454,189,643,2303,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity and zero liquidity indicate high risk for purchase""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,21,12828608,13864454,0.9,3,flat,AVOID_BUY,0.78,No trade activity and high gas costs suggest low liquidity and high risk,1,1,0,454,188,642,1649,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.78,
  ""reason"": ""No trade activity and high gas costs suggest low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,22,12828608,13913780,0.9,3,flat,AVOID_BUY,0.85,"No market activity, no price data, and high gas costs suggest high risk for buying",1,2,0,454,195,649,1910,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity, no price data, and high gas costs suggest high risk for buying""
}"
llm_base,gpt-oss-120b,8_3_0c5597e5_0c5597e5,0xafb5747a00b2710051bcb8cf83e03b4e0c5597e5,rugpull,23,12828608,13963106,0.9,3,flat,AVOID_BUY,0.85,No market activity and zero liquidity indicate high risk for purchase,1,3,0,454,189,643,1800,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity and zero liquidity indicate high risk for purchase""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.8,3,flat,AVOID_BUY,0.78,No trading activity and high gas costs indicate low liquidity and high risk,1,1,0,454,197,651,2009,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.78,
  ""reason"": ""No trading activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.8,3,flat,AVOID_BUY,0.85,No market activity and high gas costs indicate high risk for a flat position,1,2,0,454,190,644,1546,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity and high gas costs indicate high risk for a flat position""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.8,3,flat,AVOID_BUY,0.85,No market activity and high gas costs indicate high risk for a flat position,1,3,0,454,187,641,1749,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No market activity and high gas costs indicate high risk for a flat position""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,27,12828608,14160410,0.9,3,flat,AVOID_BUY,0.7,"No trade activity and high gas costs indicate insufficient market signals, so buying is avoided",1,1,0,454,245,699,1972,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.7,
  ""reason"": ""No trade activity and high gas costs indicate insufficient market signals, so buying is avoided""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,28,12828608,14209736,0.9,3,flat,AVOID_BUY,0.8,No market activity and high gas costs suggest high risk for a flat position,1,2,0,454,192,646,1904,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.8,
  ""reason"": ""No market activity and high gas costs suggest high risk for a flat position""
}"
llm_base,gpt-oss-120b,8_3_0d99cc92_0d99cc92,0x6d200bb6e0d75daf29992b9ec25d61fa0d99cc92,rugpull,29,12828608,14259062,0.9,3,flat,AVOID_BUY,0.85,No trade activity and high gas costs indicate low liquidity and high risk,1,3,0,454,205,659,1693,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.85,
  ""reason"": ""No trade activity and high gas costs indicate low liquidity and high risk""
}"
llm_base,gpt-oss-120b,8_3_12239e85_12239e85,0xe356a9dcba053e6940b4afd8ce3e319212239e85,rugpull,21,12828608,13864454,0.8,3,flat,AVOID_BUY,0.8,No market activity and high gas cost indicate high risk for a flat position,1,1,0,454,169,623,2180,1,"{
  ""decision"": ""AVOID_BUY"",
  ""confidence"": 0.8,
  ""reason"": ""No market activity and high gas cost indicate high risk for a flat position""
}"
