"bucket","contract_id","snapshot_idx","collection_type","rep_rank_pct","low_rep_streak","mode","model_name","decision","risk_label","market_view","reputation_view","confidence","prompt_tokens","completion_tokens","total_tokens","latency_ms","reason"
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.6","708","76","784","1249","There is no observable trading or mint activity in the window and no reputation signals provided, so there is no strong basis for meaningful risk."
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","848","74","922","1154","No market activity in the window (neutral), and reputation credibility is not low enough nor persistent enough to clearly indicate elevated risk."
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base_rank_compact","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.62","781","79","860","1221","No market price/trade evidence is available, while the entity shows below-average long-term credibility (32/100), which is a meaningful reputation risk signal."
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.62","759","78","837","1523","Market evidence is missing/neutral, while reputation credibility is relatively low (32/100), indicating increased long-term risk despite no current price-window signal."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","negative","neutral","0.42","711","74","785","1173","No trades or minted items in the window indicates limited market activity, but there is no reputation evidence to suggest heightened contract risk."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base_rank","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.78","851","76","927","1383","No recent market activity (neutral), but very low long-term credibility with a persistent low-reputation streak (18 windows) indicates meaningful risk."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base_rank_compact","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.72","781","80","861","1180","Market signals are missing (neutral), while reputation credibility is extremely low (4/100) with a persistent low-reputation streak, indicating meaningful contract/entity risk."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.74","759","85","844","1218","Market signal is missing/neutral, but long-persisting very low credibility (4/100 and an 18-window low-reputation streak) indicates meaningful long-term counterparty risk."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.55","711","72","783","1171","There are no trades or buyers in the current window and no reputation evidence provided, so risk signals are not present."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","851","85","936","1428","No market activity in the window suggests no short-term risk signal, and the trust credibility is middling (no low-reputation streak), so overall risk is not meaningfully elevated."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.56","781","76","857","1194","With no market movement/trading signals available and only moderate (not persistent) credibility concerns, the overall risk is not meaningfully elevated."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.6","759","79","838","1242","Market evidence is missing (neutral) and the reputation credibility percentile is moderate with no low-reputation streak, so there is no meaningful combined risk signal."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.66","711","75","786","1289","No market activity or sales data is present, and no reputation signals are provided, so there is no strong evidence of meaningful risk."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","851","79","930","1213","No trading activity in the current window (neutral market) and the trust credibility is mid-range with no persistent low-reputation streak (neutral reputation)."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.55","781","74","855","1179","With no actionable market signals and only mid credibility (not a persistent low-reputation streak), there is no meaningful risk indication."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.6","759","79","838","1261","Market evidence is missing (neutral) and the reputation credibility is mid-range with no low-reputation streak, so there is no meaningful combined risk signal."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","708","69","777","1169","No market activity and no reputation signals are provided, so there is no strong evidence of meaningful risk."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base_rank","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.72","848","82","930","1403","No activity in the current window is neutral, but the entity shows poor credibility (20/100) with a persistent low-reputation streak, indicating meaningful long-term risk."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base_rank_compact","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.68","781","79","860","1354","No market performance data is available, while long-term trust signals are weak and persistent (low credibility and a low-reputation streak), creating meaningful downside risk."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.66","759","79","838","1213","Market signals are missing/neutral, but long-term reputation shows low credibility (20/100) with a persistent low-reputation streak, indicating meaningful risk."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.35","708","79","787","1180","No market activity (zero trades, buyers, and mint count) and no reputation signals are provided, so there is no strong evidence of meaningful risk."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.46","848","74","922","1165","No recent trading activity suggests neutral market risk, and the reputation credibility is only moderately low with no persistent low-reputation streak."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base_rank_compact","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.62","781","77","858","1282","No market signals are present, while the entity’s long-term credibility is below mid-range, increasing delisting/freeze/unreliability risk."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.56","759","77","836","1170","Market signals are missing (neutral) and reputation credibility is middling with no low-reputation streak, so no meaningful risk signal is present."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","725","74","799","1157","Strong and active trading volume with broad buyer participation suggests healthy market behavior, and no reputation evidence is provided to indicate added risk."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.68","865","76","941","1243","Strong and active market trading indicates healthy short-term demand, while reputation credibility is only moderately below average with no persistent low-reputation streak."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base_rank_compact","gpt-5.4-nano","AVOID_BUY","RISK","positive","negative","0.62","785","78","863","1192","Market evidence is positive, but long-term reputation credibility is below midrange (41/100), creating enough persistent trust risk to warrant avoiding a buy."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","759","79","838","1296","Market evidence is missing (neutral) and reputation credibility is only mid-range with no low-reputation streak, so there is no meaningful combined risk signal."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","727","71","798","1866","Market activity is healthy but price/trade momentum is slightly down, and no reputation evidence indicates meaningful additional risk."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base_rank","gpt-5.4-nano","AVOID_BUY","RISK","negative","neutral","0.66","867","77","944","1058","Market activity and price are slightly down versus the prior window while reputation credibility is mediocre but not persistently bad, creating a net meaningful risk signal."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base_rank_compact","gpt-5.4-nano","AVOID_BUY","RISK","neutral","negative","0.62","793","72","865","1169","Market conditions are roughly stable while the entity’s reputation credibility is below mid-range, creating meaningful delisting/freeze risk."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","negative","neutral","0.66","763","76","839","1222","Market price is down versus the previous window and reputation credibility is only slightly weak (not clearly positive), so combined signals suggest avoid-buy risk."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.74","727","71","798","1137","Strong, liquid market activity with modest positive price/trade momentum and no provided reputation negatives suggests low immediate risk."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.68","867","81","948","1228","Market activity and price/trade momentum are positive while the reputation credibility signal is only mildly unfavorable (no low-reputation streak), so overall risk is not meaningful."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","793","76","869","1241","Market signals are positive while reputation credibility is only roughly average (no low-reputation streak), so there is no strong meaningful risk signal."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.64","763","76","839","1162","Market price is slightly positive and credibility is only mid (not a persistent low-reputation streak), so there is no clear risk signal."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","728","76","804","1192","High and active trading with strong buyer participation and only a small price drop suggests no meaningful market risk, while no reputation evidence is provided."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","868","76","944","1242","Market activity is strong but price is only mildly down, and the reputation credibility is mid-range with no persistent low-credibility streak."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","793","74","867","1179","Market is slightly down but trade activity is rising, and the reputation credibility is mid-range with no low-credibility streak."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","negative","neutral","0.66","763","75","838","1350","Price is down in the recent window while reputation credibility is only mid-range (not clearly strong), so the combined signals indicate meaningful risk."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","727","68","795","1122","Strong trading activity and stable upward price movement with no negative reputation signals indicate low contract-window risk."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","867","84","951","1259","Market activity and prices look stable to slightly positive while the reputation credibility is mid-range with no low-reputation streak, so there is no strong delisting/freeze risk signal."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.58","793","72","865","1301","Market is slightly up but with sharply lower trade activity and reputation credibility is mid-range with no low-reputation streak."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.7","763","79","842","1195","Market shows a positive price change while reputation credibility is only mid-range (not a persistent low-reputation streak), so risk is not meaningfully elevated."
"trust","BrainDrops","22","trust","0.5","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","726","77","803","1194","Market activity is healthy but short-term price/trade count are slightly down and no reputation evidence is provided, so risk signals are not strong."
"trust","BrainDrops","22","trust","0.5","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","866","76","942","1274","Market activity is healthy with only mild price/trade declines, and the reputation credibility is mid-range with no persistent low-reputation streak."
"trust","BrainDrops","22","trust","0.5","0","llm_base_rank_compact","gpt-5.4-nano","AVOID_BUY","RISK","negative","neutral","0.68","792","73","865","1236","Market shows a small but direct price and activity decline while reputation credibility is only mid-range, making overall risk meaningfully elevated."
"trust","BrainDrops","22","trust","0.5","0","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","negative","neutral","0.66","763","72","835","1284","Market shows a small decline versus the previous window while reputation credibility is only neutral, so downside risk is not clearly offset."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.68","728","66","794","1112","Strong recent trading activity and stable pricing direction outweigh missing/undisclosed reputation signals."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.66","868","78","946","1254","Market activity and liquidity are strong with only a small price decline and higher trades, while reputation credibility is mid-range with no low-reputation streak."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.6","793","71","864","1172","Market is only slightly down with rising activity, and reputation credibility is middling with no low-reputation streak."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","negative","neutral","0.67","763","77","840","1165","Market performance is slightly negative while reputation credibility is middling (not clearly strong or weak), making the combined signal meaningfully risk-leaning."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","728","76","804","1375","Strong, liquid trading activity with flat-to-improving pricing supports low risk, and no reputation evidence is provided to indicate additional concerns."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.66","868","83","951","1184","Strong current market activity with slightly higher prices is not contradicted by a persistently low-reputation signal (0-window low-reputation streak and only moderate credibility percentile)."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","793","76","869","1199","Market activity shows slight price improvement with only mild decline in trade count, while reputation credibility is mid-range with no low-reputation streak."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.66","763","75","838","1219","Market is slightly positive while reputation credibility is only mildly middling with no low-reputation streak, so overall risk is not meaningful."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","727","67","794","1151","Strong and active trading with modest price/trade growth, and no negative reputation evidence provided."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.66","867","80","947","1287","Strong and slightly improving trading/market activity outweighs only mild reputation uncertainty (credibility at the 68th percentile with no low-reputation streak)."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.7","793","76","869","1293","Market conditions are slightly improving while the reputation signal is not persistently negative (no low-reputation streak), so combined risk is low."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base_rank_mini","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.66","763","78","841","1180","Market is up vs the previous window and reputation credibility is mid-range with no low-reputation streak, so there is no clear combined risk signal."
"trust","BrainDrops","26","trust","0.325","0","llm_base","gpt-5.4-nano","ALLOW_BUY","NO_RISK","positive","neutral","0.62","727","71","798","1192","Strong and active trading/mint participation with only a small negative price change, and no reputation-risk signal provided."
"trust","BrainDrops","26","trust","0.325","0","llm_base_rank","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","neutral","0.62","867","83","950","1214","Market activity is strong with only mild negative price/trade changes, and the reputation credibility is mid-range (no low-reputation streak), so no clear combined risk signal."
"trust","BrainDrops","26","trust","0.325","0","llm_base_rank_compact","gpt-5.4-nano","ALLOW_BUY","NO_RISK","neutral","positive","0.66","793","75","868","1147","Market conditions are slightly down but effectively neutral, while reputation credibility is decent (68/100) with no low-reputation streak."
"trust","BrainDrops","26","trust","0.325","0","llm_base_rank_mini","gpt-5.4-nano","AVOID_BUY","RISK","negative","neutral","0.66","763","73","836","1162","Market price is down versus the previous window while reputation credibility is not clearly positive, so the combined signals indicate meaningful downside risk."
