decision_mode,sample_group,sample_idx,contract_id,snapshot_idx,rep_rank_pct,low_rep_streak,decision,risk_label,market_view,reputation_view,reason,prompt_tokens,completion_tokens,total_tokens,latency_ms,parse_success,model_name
llm_base,malicious_pre_report,25,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,ALLOW_BUY,NO_RISK,neutral,neutral,"No trade or mint activity in the current window and no reputation signals provided, so there is no strong evidence of meaningful risk.",708,74,782,1468,1,gpt-5.4-nano
llm_base,malicious_pre_report,26,8_3_0205c970_0205c970,42,0.6666666666666666,0,ALLOW_BUY,NO_RISK,neutral,neutral,"There is no market activity data (zero trades/volume), and no reputation evidence was provided, so there is no clear risk signal.",708,76,784,1262,1,gpt-5.4-nano
llm_base,malicious_pre_report,27,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the window and no reputation signals provided, so there is no strong evidence of meaningful contract risk.",711,72,783,1220,1,gpt-5.4-nano
llm_base,malicious_pre_report,28,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity and no reputation data are present, so there is no strong evidence of meaningful risk.",708,69,777,1125,1,gpt-5.4-nano
llm_base,malicious_pre_report,29,8_3_cc2d4dae_cc2d4dae,111,0.4526315789473684,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity (zero trades/mints/items) and no reputation evidence provided, so there is insufficient basis to flag meaningful risk.",708,75,783,1196,1,gpt-5.4-nano
llm_base,malicious_pre_report,30,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the window and no reputation signals provided, so there is insufficient evidence of meaningful risk.",711,70,781,1186,1,gpt-5.4-nano
llm_base,malicious_pre_report,31,8_3_f9da1642_f9da1642,35,0.52,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No meaningful trading or mint activity is observed in the window and there is no provided reputation signal, so there is insufficient evidence of elevated NFT contract risk.",711,79,790,1158,1,gpt-5.4-nano
llm_base,malicious_pre_report,32,8_3_88efddb0_88efddb0,111,0.7052631578947368,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity and no reputation signals are provided, so there is no evidence of meaningful NFT risk in this window.",708,72,780,1246,1,gpt-5.4-nano
llm_base,malicious_pre_report,33,8_3_fc7440a4_fc7440a4,111,0.4210526315789473,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or reputation signals are present in the provided window, so there is no strong evidence of meaningful risk.",708,72,780,1488,1,gpt-5.4-nano
llm_base,malicious_pre_report,34,8_3_fc7440a4_fc7440a4,111,0.4210526315789473,0,ALLOW_BUY,NO_RISK,neutral,neutral,No market activity and no provided reputation signals make the risk evidence weak rather than meaningfully negative.,708,68,776,1177,1,gpt-5.4-nano
llm_base,malicious_pre_report,35,8_3_288462f5_288462f5,113,0.6105263157894737,0,ALLOW_BUY,NO_RISK,negative,neutral,"No market activity in the window suggests lack of trading data rather than confirmed risk, and no reputation evidence is provided to indicate additional concerns.",708,76,784,1184,1,gpt-5.4-nano
llm_base,malicious_pre_report,36,8_3_85cfd3cf_85cfd3cf,42,0.7192982456140351,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or pricing data is present, and no reputation inputs indicate negative risk.",708,66,774,1293,1,gpt-5.4-nano
llm_base,malicious_pre_report,37,8_3_74547805_74547805,34,0.7708333333333334,0,ALLOW_BUY,NO_RISK,neutral,neutral,"There are no trades or minted items in the window and no reputation signals provided, so risk evidence is weak and does not indicate meaningful downside.",711,77,788,1184,1,gpt-5.4-nano
llm_base,malicious_pre_report,38,8_3_74547805_74547805,34,0.7708333333333334,0,ALLOW_BUY,NO_RISK,negative,neutral,"No trades or minted items in the window suggests lack of market activity, but there is no reputation evidence indicating fraud or delisting risk.",711,76,787,1178,1,gpt-5.4-nano
llm_base,malicious_pre_report,39,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trades, buyers, mint activity, or pricing changes are observed and no reputation evidence is provided, so there is no strong signal of meaningful risk.",708,79,787,1240,1,gpt-5.4-nano
llm_base,malicious_pre_report,40,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,ALLOW_BUY,NO_RISK,neutral,neutral,"There are no trades or buyers in the current window and no reputation signals provided, so there is no strong evidence of meaningful risk.",711,75,786,1208,1,gpt-5.4-nano
llm_base,malicious_pre_report,41,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or pricing data is present and no reputation signals are provided, so there is no strong evidence of meaningful NFT risk.",708,75,783,1181,1,gpt-5.4-nano
llm_base,malicious_pre_report,42,8_3_c5371723_c5371723,113,0.5052631578947369,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or pricing data in the contract window and no reputation signals provided, so there is no strong evidence of meaningful risk.",708,75,783,1160,1,gpt-5.4-nano
llm_base,malicious_pre_report,43,8_3_f9da1642_f9da1642,35,0.52,0,ALLOW_BUY,NO_RISK,negative,neutral,"No trade or mint activity in the window suggests low market signal, but there is no provided reputation evidence to indicate additional risk.",711,74,785,1193,1,gpt-5.4-nano
llm_base,malicious_pre_report,44,8_3_0c5597e5_0c5597e5,112,0.8736842105263158,31,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or reputation signals are present in the provided window data, so there is no strong evidence of meaningful risk.",708,73,781,1290,1,gpt-5.4-nano
llm_base,malicious_pre_report,45,8_3_12239e85_12239e85,111,0.6842105263157895,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or reputation signals are present in the provided window data, so there is no strong risk evidence.",708,71,779,1142,1,gpt-5.4-nano
llm_base,malicious_pre_report,46,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity (zero trades/mints/price data) and no reputation signals provided, so there is insufficient evidence of meaningful risk.",708,76,784,1190,1,gpt-5.4-nano
llm_base,malicious_pre_report,47,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,There are no trades or mint/activity signals in the current window (neutral market evidence) and no reputation evidence is provided.,711,73,784,1064,1,gpt-5.4-nano
llm_base,malicious_pre_report,48,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity is observed and no reputation evidence is provided, so there is no strong basis for meaningful risk.",708,71,779,1265,1,gpt-5.4-nano
llm_base,malicious_pre_report,49,8_3_17e89a30_17e89a30,111,0.8,2,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or reputation signals are provided for this window, so there is insufficient evidence of meaningful NFT risk.",708,71,779,1171,1,gpt-5.4-nano
llm_base,malicious_pre_report,50,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No meaningful market activity is present and no reputation signals are provided, so there is insufficient evidence of actionable NFT risk.",711,72,783,1176,1,gpt-5.4-nano
llm_base,malicious_pre_report,51,8_3_bba73676_bba73676,111,0.8526315789473684,41,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or pricing signals are present and no reputation inputs are provided, so there is no strong evidence of meaningful risk.",708,74,782,1164,1,gpt-5.4-nano
llm_base,malicious_pre_report,52,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Market activity is absent (0 trades/mints/users) and no reputation signals are provided, so there is no strong evidence of meaningful risk.",711,77,788,1159,1,gpt-5.4-nano
llm_base,malicious_pre_report,53,8_3_f9da1642_f9da1642,35,0.52,0,ALLOW_BUY,NO_RISK,negative,neutral,"There are no trades or minted items in the current window (weak market signal), and no reputation evidence is provided to indicate meaningful additional risk.",711,77,788,1211,1,gpt-5.4-nano
llm_base,malicious_pre_report,54,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,ALLOW_BUY,NO_RISK,neutral,neutral,No market activity and no provided reputation signals indicate insufficient evidence of meaningful risk.,708,64,772,1283,1,gpt-5.4-nano
llm_base,malicious_pre_report,55,8_3_bba73676_bba73676,111,0.8526315789473684,41,ALLOW_BUY,NO_RISK,negative,neutral,"No market activity in the window (zero trades/values) but there is no provided reputation risk signal, so the evidence is not strong enough to flag meaningful contract risk.",708,83,791,1206,1,gpt-5.4-nano
llm_base,malicious_pre_report,56,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or mint activity in the window and no reputation signals provided, so there is no strong evidence of meaningful risk.",708,73,781,1253,1,gpt-5.4-nano
llm_base,malicious_pre_report,57,8_3_17e89a30_17e89a30,111,0.8,2,ALLOW_BUY,NO_RISK,negative,neutral,"No market activity in the window suggests data absence rather than clear downside, and no reputation evidence is provided to confirm a meaningful risk.",708,75,783,1182,1,gpt-5.4-nano
llm_base,malicious_pre_report,58,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,negative,neutral,"There are no trades or mint activity in the window (market data neutral-to-negative), but no reputation inputs are provided to support a meaningful risk case.",708,79,787,1264,1,gpt-5.4-nano
llm_base,malicious_pre_report,59,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity (zero trades, buyers, mint count) and no reputation signals provided, so there is insufficient evidence of meaningful contract-risk.",708,77,785,1140,1,gpt-5.4-nano
llm_base,malicious_pre_report,60,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity was observed in the window and no reputation signals were provided, so there is no strong evidence of meaningful risk.",711,74,785,1206,1,gpt-5.4-nano
llm_base,malicious_pre_report,61,8_3_c5371723_c5371723,113,0.5052631578947369,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity data is present and no reputation signals are provided, so there is no strong evidence of meaningful risk.",708,72,780,1260,1,gpt-5.4-nano
llm_base,malicious_pre_report,62,8_3_74547805_74547805,34,0.7708333333333334,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or mint activity is observed in the window and no reputation signals are provided, so there is insufficient evidence of meaningful risk.",711,75,786,1208,1,gpt-5.4-nano
llm_base,malicious_pre_report,63,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or mint activity in the window provides insufficient negative market evidence, and no reputation data is provided to indicate additional risk.",711,74,785,1174,1,gpt-5.4-nano
llm_base,malicious_pre_report,64,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,ALLOW_BUY,NO_RISK,negative,neutral,"Market activity in the window is absent (no trades/holders/mints), but there is no provided reputation evidence to indicate meaningful contract-level risk.",711,78,789,1311,1,gpt-5.4-nano
llm_base,malicious_pre_report,65,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the window and no reputation signals provided, so there is insufficient evidence of meaningful risk.",711,70,781,1140,1,gpt-5.4-nano
llm_base,malicious_pre_report,66,8_3_74547805_74547805,34,0.7708333333333334,0,ALLOW_BUY,NO_RISK,neutral,neutral,"There are no trades or minted items in the current window and no reputation evidence provided, so there is insufficient signal of meaningful risk.",711,75,786,1158,1,gpt-5.4-nano
llm_base,malicious_pre_report,67,8_3_0c5597e5_0c5597e5,112,0.8736842105263158,31,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity (zero trades/mints/prices) and no reputation signals are provided, so there is insufficient evidence of meaningful risk.",708,76,784,1226,1,gpt-5.4-nano
llm_base,malicious_pre_report,68,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or reputation signals are present in the provided window data, so there is no strong evidence of meaningful risk.",708,73,781,1075,1,gpt-5.4-nano
llm_base,malicious_pre_report,69,8_3_88efddb0_88efddb0,111,0.7052631578947368,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity data and no reputation signals are provided, so there is no strong evidence of risk in this window.",708,72,780,1023,1,gpt-5.4-nano
llm_base,malicious_pre_report,70,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trade activity or collection presence in the window and no reputation signals are provided, so there is no strong consistent risk evidence.",711,74,785,1317,1,gpt-5.4-nano
llm_base,malicious_pre_report,71,8_3_bba73676_bba73676,111,0.8526315789473684,41,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or minting activity in the window and no reputation signals were provided, so there is insufficient evidence of meaningful risk.",708,74,782,1178,1,gpt-5.4-nano
llm_base,malicious_pre_report,72,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trades or mints occurred in the window and no reputation data is provided, so there is insufficient evidence of meaningful risk.",711,74,785,1205,1,gpt-5.4-nano
llm_base,malicious_pre_report,73,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading/mint activity and no reputation signals are present, so there is no strong evidence of meaningful NFT risk.",711,72,783,1204,1,gpt-5.4-nano
llm_base,malicious_pre_report,74,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,"There is no recent market activity (zero trades/mints/items) and no reputation signals provided, so there is insufficient evidence of meaningful risk.",711,77,788,1260,1,gpt-5.4-nano
llm_base,malicious_pre_report,75,8_3_131e924a_131e924a,58,0.96,18,ALLOW_BUY,NO_RISK,negative,neutral,"No trades or minted items in the window suggest inactivity, but there is no negative reputation evidence provided, so overall risk is not clearly high.",711,77,788,1176,1,gpt-5.4-nano
llm_base,malicious_pre_report,76,8_3_cc2d4dae_cc2d4dae,111,0.4526315789473684,0,ALLOW_BUY,NO_RISK,negative,neutral,"No market activity or trades were observed, but there is no reputation data indicating additional contract risk.",708,68,776,1124,1,gpt-5.4-nano
llm_base,malicious_pre_report,77,8_3_288462f5_288462f5,113,0.6105263157894737,0,ALLOW_BUY,NO_RISK,negative,neutral,"No market activity in the window suggests low interest, but there is no provided negative reputation evidence to make the overall risk clearly material.",708,75,783,1194,1,gpt-5.4-nano
llm_base,malicious_pre_report,78,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,"There is no observable trading activity in the window and no reputation indicators provided, so there is insufficient evidence of meaningful risk.",711,73,784,1139,1,gpt-5.4-nano
llm_base,malicious_pre_report,79,8_3_cc2d4dae_cc2d4dae,111,0.4526315789473684,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or reputation signals are provided, so there is insufficient evidence of meaningful risk.",708,67,775,1120,1,gpt-5.4-nano
llm_base,malicious_pre_report,80,8_3_bba73676_bba73676,111,0.8526315789473684,41,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity in the current window and no reputation signals provided, so there is insufficient evidence of meaningful risk.",708,71,779,1178,1,gpt-5.4-nano
llm_base,malicious_pre_report,81,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trade or mint activity in the window and no reputation signals are provided, so there is no strong evidence of meaningful risk.",708,74,782,1226,1,gpt-5.4-nano
llm_base,malicious_pre_report,82,8_3_48bcdb6f_48bcdb6f,34,0.9166666666666666,1,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or mint activity is observed in the window and no reputation signals are provided, so there is no strong evidence of meaningful risk.",711,76,787,1192,1,gpt-5.4-nano
llm_base,malicious_pre_report,83,8_3_0b7e393f_0b7e393f,46,0.5,0,ALLOW_BUY,NO_RISK,neutral,neutral,No trading or mint activity in the current window provides no negative market or reputation signals.,711,66,777,1099,1,gpt-5.4-nano
llm_base,malicious_pre_report,84,8_3_288462f5_288462f5,113,0.6105263157894737,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or mint activity is observed and no reputation data is provided, so there is insufficient evidence of meaningful risk.",708,72,780,1274,1,gpt-5.4-nano
llm_base,malicious_pre_report,85,8_3_0d99cc92_0d99cc92,71,0.6829268292682927,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or mint activity is observed in the window and no reputation indicators are provided, so there is no strong risk evidence.",711,74,785,1162,1,gpt-5.4-nano
llm_base,malicious_pre_report,86,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,ALLOW_BUY,NO_RISK,neutral,neutral,No market activity data and no provided reputation indicators mean there is insufficient evidence of meaningful risk.,708,67,775,1367,1,gpt-5.4-nano
llm_base,malicious_pre_report,87,8_3_85cfd3cf_85cfd3cf,42,0.7192982456140351,0,ALLOW_BUY,NO_RISK,negative,neutral,"No trades or mint activity in the window suggests no immediate market traction, but there is no provided reputation evidence indicating contract-level risk.",708,75,783,1256,1,gpt-5.4-nano
llm_base,malicious_pre_report,88,8_3_74547805_74547805,34,0.7708333333333334,0,ALLOW_BUY,NO_RISK,neutral,neutral,"There are no trades or buyers in the current window and no reputation signals provided, so there is insufficient evidence of meaningful risk.",711,74,785,1178,1,gpt-5.4-nano
llm_base,malicious_pre_report,89,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,negative,neutral,"Market activity in the window is absent (no trades/mints/holders) but no reputation evidence is provided, so risk is not clearly indicated.",711,78,789,1191,1,gpt-5.4-nano
llm_base,malicious_pre_report,90,8_3_6249c06e_6249c06e,42,0.7719298245614035,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity data is present and no reputation signals are provided, so there is no strong evidence of meaningful risk.",708,72,780,1142,1,gpt-5.4-nano
llm_base,malicious_pre_report,91,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,ALLOW_BUY,NO_RISK,neutral,neutral,No market activity and no provided reputation signals make the evidence insufficient for meaningful risk.,708,65,773,1149,1,gpt-5.4-nano
llm_base,malicious_pre_report,92,8_3_f9da1642_f9da1642,35,0.52,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading activity or collection presence in the window makes market evidence neutral, and no reputation signals are provided to indicate additional risk.",711,74,785,1213,1,gpt-5.4-nano
llm_base,malicious_pre_report,93,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity is observed in the window and no reputation evidence is provided, indicating no strong negative risk signals.",711,71,782,1137,1,gpt-5.4-nano
llm_base,malicious_pre_report,94,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity or reputation signals are present in the provided window data, so there is no strong evidence of meaningful risk.",708,73,781,1236,1,gpt-5.4-nano
llm_base,malicious_pre_report,95,8_3_85cfd3cf_85cfd3cf,42,0.7192982456140351,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity and no reputation indicators are provided, so there is insufficient evidence of meaningful contract risk.",708,69,777,1199,1,gpt-5.4-nano
llm_base,malicious_pre_report,96,8_3_51c6f17b_51c6f17b,111,0.9157894736842104,72,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity (0 trades/values) and no reputation signals are provided, so there is insufficient evidence of meaningful risk.",708,74,782,1611,1,gpt-5.4-nano
llm_base,malicious_pre_report,97,8_3_bba73676_bba73676,111,0.8526315789473684,41,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity (0 trades, buyers, mint count, and value) and no reputation signals were provided, so there is insufficient evidence of meaningful risk.",708,80,788,1180,1,gpt-5.4-nano
llm_base,malicious_pre_report,98,8_3_74547805_74547805,34,0.7708333333333334,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No trading or mint activity is observed in the window and no reputation indicators are provided, so there is insufficient evidence of meaningful risk.",711,75,786,1106,1,gpt-5.4-nano
llm_base,malicious_pre_report,99,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,ALLOW_BUY,NO_RISK,neutral,neutral,"No market activity data (zero trades/mints and no price information) and no reputation signals were provided, so there is no strong evidence of meaningful risk.",708,80,788,1208,1,gpt-5.4-nano
llm_base,top_trust,0,CloneX,36,0.0196078431372549,0,ALLOW_BUY,NO_RISK,positive,neutral,"Strong and active trading volume with multiple buyers, and no provided reputation negatives to suggest meaningful contract risk.",728,69,797,1201,1,gpt-5.4-nano
llm_base,top_trust,1,CloneX,66,0.0126582278481012,0,ALLOW_BUY,NO_RISK,positive,neutral,"Strong and growing market activity with stable positive price/trade trends, and no reputation risk signal provided.",728,69,797,1279,1,gpt-5.4-nano
llm_base,top_trust,2,CloneX,50,0.0161290322580645,0,ALLOW_BUY,NO_RISK,positive,neutral,Strong active trading with slight price uptick and no reputation negatives provided indicates no meaningful risk from this record.,728,70,798,1156,1,gpt-5.4-nano
llm_base,top_trust,3,CloneX,72,0.0117647058823529,0,ALLOW_BUY,NO_RISK,positive,neutral,"High recent trading activity with many buyers and only mild negative price/trade momentum, while no reputation evidence is provided.",728,72,800,1136,1,gpt-5.4-nano
