decision_mode,model_name,sample_group,sample_idx,contract_id,collection_type,snapshot_idx,lead_windows_to_detect,risk_label,market_view,reputation_view,decision,confidence,reason,prompt_tokens,completion_tokens,total_tokens,latency_ms,parse_success
llm_base_rank_compact,gpt-5.4-nano,good_trust,9,Loot,trust,89,,NO_RISK,negative,positive,ALLOW_BUY,0.67,"Market is slightly down versus the prior window but credibility is relatively strong (76th percentile) with no low-reputation streak, so combined risk is not meaningful.",792,81,873,1193,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,0,8_3_155ecac8_155ecac8,rugpull,119,0.0,NO_RISK,neutral,neutral,ALLOW_BUY,0.52,Market has no actionable change signal and the reputation credibility is mid-range with no low-reputation streak.,759,69,828,1144,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,1,8_3_c5371723_c5371723,rugpull,113,0.3432672424279285,NO_RISK,neutral,neutral,ALLOW_BUY,0.56,"Market evidence is missing (neutral), and reputation credibility is mid-range with no low-reputation streak, so no meaningful risk signal is present.",759,77,836,1142,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,2,8_3_74547805_74547805,rugpull,34,0.850606171187609,RISK,neutral,negative,AVOID_BUY,0.62,"Market evidence is missing/neutral, while long-term reputation credibility is low (23/100) suggesting elevated delisting/freeze/unsellable risk.",759,79,838,1231,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,3,8_3_4362e588_4362e588,rugpull,42,0.4617240400600089,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,No actionable market signal is present and the reputation credibility is mid-range without a persistent low-reputation streak.,759,70,829,1145,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,4,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,No market movement signal is provided and the reputation credibility is only mid-range with no persistent low-reputation streak.,759,71,830,1135,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,5,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.72,"No usable market signal while reputation credibility is very low (6th percentile) with a highly persistent low-reputation streak (91 windows), indicating meaningful long-term risk.",759,81,840,1222,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,6,8_3_155ecac8_155ecac8,rugpull,119,0.0,NO_RISK,neutral,positive,ALLOW_BUY,0.62,"Market evidence is missing/neutral while reputation credibility is above mid-range (62/100) with no low-reputation streak, indicating no meaningful risk signal.",759,80,839,1224,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,7,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,NO_RISK,neutral,neutral,ALLOW_BUY,0.6,Market evidence is missing (neutral) and reputation credibility is only mildly low with no persistent low-reputation streak.,759,71,830,1192,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,8,8_3_c1e13c80_c1e13c80,rugpull,112,0.3817256619227182,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,Market evidence is missing/neutral and the reputation credibility (71/100) shows no persistent low-reputation streak.,759,72,831,1218,1
llm_base_rank_mini,gpt-5.4-nano,malicious_pre_report,9,8_3_cff377d0_cff377d0,rugpull,45,0.0606982118963629,RISK,neutral,negative,AVOID_BUY,0.74,"Market evidence is missing/neutral, but reputation credibility is extremely poor with a persistent low-reputation streak, indicating elevated long-term counterparty risk.",759,77,836,1245,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,0,Milady,trust,56,,RISK,negative,neutral,AVOID_BUY,0.66,"Price is down versus the previous window (negative market signal) while reputation credibility is high (not a negative reputation signal), making overall risk meaningfully elevated.",763,79,842,1185,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,1,Cool_Cats,trust,42,,RISK,negative,neutral,AVOID_BUY,0.66,"Market price is slightly down while reputation credibility is not clearly strong, creating enough combined risk to avoid buying.",763,69,832,1110,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,2,Dope_Shibas,trust,10,,NO_RISK,positive,neutral,ALLOW_BUY,0.72,"Market evidence is positive and reputation credibility is not low or persistent, so no meaningful combined risk signal is present.",763,71,834,1164,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,3,BrainDrops,trust,26,,RISK,negative,neutral,AVOID_BUY,0.64,"Market performance is slightly negative and credibility is not clearly strong enough to offset it, so there is meaningful buy-side risk.",763,72,835,1127,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,4,Milady,trust,74,,NO_RISK,negative,positive,ALLOW_BUY,0.66,"Market price change is negative, but the entity shows strong long-term credibility (high percentile rank with no low-credibility streak), offsetting the short-term dip.",763,82,845,1194,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,5,FLUF,trust,87,,NO_RISK,negative,positive,ALLOW_BUY,0.66,"Market is slightly down, but long-term credibility is high (84th percentile) with no low-reputation streak, indicating no meaningful long-term reputational risk.",763,81,844,1227,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,6,My_Pet_Hooligan,trust,82,,NO_RISK,negative,positive,ALLOW_BUY,0.66,"Market is slightly down, but the entity has strong long-term credibility (85th percentile) with no low-reputation streak, suggesting low practical risk.",763,79,842,1225,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,7,My_Pet_Hooligan,trust,88,,NO_RISK,positive,positive,ALLOW_BUY,0.74,"Market performance is slightly positive and the entity’s long-term trust credibility is high (86th percentile with no low-reputation streak), indicating low risk.",763,79,842,1067,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,8,Lazy_Lions,trust,75,,RISK,negative,neutral,AVOID_BUY,0.66,"Market performance is slightly negative while reputation credibility is not persistently low, so the combined signal warrants avoiding this window.",763,71,834,1134,1
llm_base_rank_mini,gpt-5.4-nano,good_trust,9,Loot,trust,89,,RISK,negative,neutral,AVOID_BUY,0.66,"Market is down versus the previous window while reputation credibility is only moderately supportive, so combined risk is elevated.",763,69,832,1160,1
llm_rank,gpt-5.4-nano,malicious_pre_report,0,8_3_155ecac8_155ecac8,rugpull,119,0.0,NO_RISK,neutral,neutral,ALLOW_BUY,0.74,"Reputation credibility is mid-level (62/100) with no low-reputation streak, indicating no clear negative or persistent trust signal.",631,76,707,1181,1
llm_rank,gpt-5.4-nano,malicious_pre_report,1,8_3_c5371723_c5371723,rugpull,113,0.3432672424279285,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,"Credibility is mid-range (49/100) with no low-reputation streak, so reputation evidence is not meaningfully negative.",631,75,706,1309,1
llm_rank,gpt-5.4-nano,malicious_pre_report,2,8_3_74547805_74547805,rugpull,34,0.850606171187609,RISK,neutral,negative,AVOID_BUY,0.78,The entity’s credibility is low (23rd percentile) indicating elevated long-term risk despite no low-reputation streak.,631,71,702,1196,1
llm_rank,gpt-5.4-nano,malicious_pre_report,3,8_3_4362e588_4362e588,rugpull,42,0.4617240400600089,NO_RISK,neutral,neutral,ALLOW_BUY,0.66,"Credibility percentile is mid-range (53/100) with no low-reputation streak, indicating no clear reputation-based risk signal.",631,75,706,1226,1
llm_rank,gpt-5.4-nano,malicious_pre_report,4,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,Reputation credibility at the 52nd percentile is not meaningfully low and there is no low-reputation streak.,631,72,703,1271,1
llm_rank,gpt-5.4-nano,malicious_pre_report,5,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.9,Very low credibility (6/100) with a persistent low-reputation streak (91 windows) indicates sustained long-term trust risk.,631,74,705,1212,1
llm_rank,gpt-5.4-nano,malicious_pre_report,6,8_3_155ecac8_155ecac8,rugpull,119,0.0,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,"Credibility is moderately high (62nd percentile) with no low-reputation streak, so there is no meaningful negative reputation signal.",631,75,706,1158,1
llm_rank,gpt-5.4-nano,malicious_pre_report,7,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,RISK,neutral,negative,AVOID_BUY,0.72,"The entity’s credibility percentile is low (37/100) indicating weaker long-term trust, which is meaningful risk despite no persistent low-reputation streak.",631,78,709,1261,1
llm_rank,gpt-5.4-nano,malicious_pre_report,8,8_3_c1e13c80_c1e13c80,rugpull,112,0.3817256619227182,NO_RISK,neutral,neutral,ALLOW_BUY,0.74,"Reputation credibility is mid-to-high (71/100) with no low-reputation streak, so there is no meaningful negative reputation signal.",631,77,708,1163,1
llm_rank,gpt-5.4-nano,malicious_pre_report,9,8_3_cff377d0_cff377d0,rugpull,45,0.0606982118963629,RISK,neutral,negative,AVOID_BUY,0.9,Extremely low credibility (5/100) with a persistent 20-window low-reputation streak indicates high long-term entity risk.,631,74,705,1176,1
llm_rank,gpt-5.4-nano,good_trust,0,Milady,trust,56,,NO_RISK,neutral,positive,ALLOW_BUY,0.74,"Credibility is high (90/100) with no low-reputation streak, indicating no meaningful reputation risk.",631,71,702,1138,1
llm_rank,gpt-5.4-nano,good_trust,1,Cool_Cats,trust,42,,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,"Credibility is moderately positive (68th percentile) with no low-reputation streak, so there is no clearly negative reputation signal.",631,75,706,1161,1
llm_rank,gpt-5.4-nano,good_trust,2,Dope_Shibas,trust,10,,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,"Reputation credibility is mid-range (41/100) with no low-reputation streak, so there is no clearly negative evidence to justify meaningful risk.",631,79,710,1228,1
llm_rank,gpt-5.4-nano,good_trust,3,BrainDrops,trust,26,,NO_RISK,neutral,neutral,ALLOW_BUY,0.62,"Reputation credibility is mid-high (68/100) with no low-reputation streak, so there is no clearly negative trust signal.",631,76,707,1168,1
llm_rank,gpt-5.4-nano,good_trust,4,Milady,trust,74,,NO_RISK,neutral,positive,ALLOW_BUY,0.78,"Reputation credibility is high (93/100) with no low-reputation streak, indicating no meaningful long-term trust risk.",631,74,705,1175,1
llm_rank,gpt-5.4-nano,good_trust,5,FLUF,trust,87,,NO_RISK,neutral,positive,ALLOW_BUY,0.74,"Reputation shows relatively high current credibility (84/100) with no low-reputation streak, indicating no meaningful negative risk signal.",631,75,706,1213,1
llm_rank,gpt-5.4-nano,good_trust,6,My_Pet_Hooligan,trust,82,,NO_RISK,neutral,positive,ALLOW_BUY,0.72,"Credibility percentile is high (85/100) and there is no low-reputation streak, indicating no meaningful negative reputation signal.",631,75,706,1360,1
llm_rank,gpt-5.4-nano,good_trust,7,My_Pet_Hooligan,trust,88,,NO_RISK,neutral,neutral,ALLOW_BUY,0.74,"Reputation credibility is relatively high (86/100) with no low-reputation streak, indicating no meaningful negative trust signal.",631,74,705,1164,1
llm_rank,gpt-5.4-nano,good_trust,8,Lazy_Lions,trust,75,,NO_RISK,neutral,positive,ALLOW_BUY,0.74,"Reputation credibility is relatively high (84/100) with no low-reputation streak, indicating no meaningful trust risk from the provided evidence.",631,77,708,1281,1
llm_rank,gpt-5.4-nano,good_trust,9,Loot,trust,89,,NO_RISK,neutral,neutral,ALLOW_BUY,0.72,"Reputation credibility is relatively high (76/100) with no low-reputation streak, indicating no meaningful negative reputation risk.",631,74,705,1260,1
