decision_mode,sample_group,sample_idx,contract_id,snapshot_idx,rep_rank_pct,low_rep_streak,decision,risk_label,market_view,reputation_view,reason,prompt_tokens,total_tokens,model_name
llm_base_rank_compact,malicious_pre_report,6,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Market signals are missing (neutral), and reputation credibility at 62/100 with no low-reputation streak does not indicate persistent long-term risk.",781,859,gpt-5.4-nano
llm_base_rank_compact,malicious_pre_report,7,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,AVOID_BUY,RISK,neutral,negative,"With no market activity signals available, the only actionable evidence is a below-median long-term credibility rank (37/100), indicating elevated reputation risk.",781,859,gpt-5.4-nano
llm_base_rank_compact,malicious_pre_report,8,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,ALLOW_BUY,NO_RISK,neutral,neutral,"With no usable market price/trade signals and only moderate (not persistent) reputation credibility, there is no meaningful risk evidence to justify avoidance.",781,858,gpt-5.4-nano
llm_base_rank_compact,malicious_pre_report,9,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,AVOID_BUY,RISK,neutral,negative,"With no usable market signals, the strongly persistent low-reputation (5/100 credibility over a 20-window streak) is a meaningful risk indicator.",781,859,gpt-5.4-nano
llm_base_rank_compact,top_trust,0,Milady,109,0.0105263157894736,0,AVOID_BUY,RISK,negative,positive,"Market activity shows lower prices and sharply fewer trades while reputation credibility is high, so the stronger short-term market deterioration drives a meaningful risk call.",793,869,gpt-5.4-nano
llm_base_rank_compact,top_trust,1,BoredApeYachtClub,82,0.0113636363636363,0,ALLOW_BUY,NO_RISK,neutral,positive,"Market shows mild deterioration but reputation credibility is very high (99/100), offsetting the short-term softness.",793,864,gpt-5.4-nano
llm_base_rank_compact,top_trust,2,CloneX,86,0.0109890109890109,0,ALLOW_BUY,NO_RISK,positive,positive,Market activity and price are slightly up while reputation credibility is very high (99th percentile) with no low-reputation streak.,793,867,gpt-5.4-nano
llm_base_rank_compact,top_trust,3,CloneX,72,0.0117647058823529,0,AVOID_BUY,RISK,negative,positive,Market signals show price and activity declines while reputation credibility is high but not enough to fully offset the short-term deterioration.,793,864,gpt-5.4-nano
llm_base_rank_compact,top_trust,4,CloneX,100,0.0106382978723404,0,ALLOW_BUY,NO_RISK,negative,positive,"Market shows a small price and activity decline, but the very high TRep credibility percentile strongly offsets the reputation risk.",792,864,gpt-5.4-nano
llm_base_rank_compact,top_trust,5,CloneX,70,0.0121951219512195,0,ALLOW_BUY,NO_RISK,neutral,positive,"Market performance is slightly down but not concerning, and the entity has very high long-term credibility, so overall risk is low.",793,867,gpt-5.4-nano
llm_base_rank_compact,top_trust,6,Milady,91,0.0108695652173913,0,ALLOW_BUY,NO_RISK,neutral,positive,"Market shows minimal price drift with fewer trades, while the entity’s very high credibility percentile (99/100) indicates strong long-term reputation, offsetting any short-term uncertainty.",793,877,gpt-5.4-nano
llm_base_rank_compact,top_trust,7,Milady,90,0.0108695652173913,0,ALLOW_BUY,NO_RISK,positive,positive,Market activity is slightly strengthening and the entity shows very high long-term credibility (99/100) with no low-reputation streak.,793,868,gpt-5.4-nano
llm_base_rank_compact,top_trust,8,CloneX,88,0.0109890109890109,0,ALLOW_BUY,NO_RISK,neutral,positive,"Market is not showing meaningful deterioration and reputation credibility is very high, indicating no significant combined risk.",791,859,gpt-5.4-nano
llm_base_rank_compact,top_trust,9,Milady,95,0.0106382978723404,0,ALLOW_BUY,NO_RISK,positive,positive,"Both short-term market activity/price change are positive and the entity’s credibility percentile is extremely high, indicating no meaningful risk signal.",793,868,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,0,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,Market evidence is missing (neutral) and the reputation credibility is only mildly concerning with no low-reputation streak.,759,830,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,1,8_3_c5371723_c5371723,113,0.5052631578947369,0,ALLOW_BUY,NO_RISK,neutral,neutral,"With no usable market price signal and only mid-level (not persistently low) reputation credibility, there is no meaningful risk indication.",759,834,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,2,8_3_74547805_74547805,34,0.7708333333333334,0,AVOID_BUY,RISK,neutral,negative,"No usable market movement is provided, but the low TRep credibility (23/100) makes the reputation-side risk meaningful enough to avoid buying.",759,836,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,3,8_3_4362e588_4362e588,42,0.4736842105263157,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Market evidence is missing (neutral) and reputation credibility is middling with no low-reputation streak, so there is no meaningful combined risk signal.",759,837,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,4,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Market signal is missing/neutral and the reputation credibility percentile is middling (not persistently low), so no meaningful risk is indicated.",759,835,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,5,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,"Reputation signals are strongly negative and highly persistent (6/100 credibility and 91-window low-reputation streak) while market evidence is missing/neutral, so buy-risk remains meaningful.",759,844,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,6,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,Market evidence is missing (neutral) and reputation credibility at the 62nd percentile with no low-reputation streak does not indicate meaningful long-term risk.,759,838,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,7,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Market signal is missing (neutral) and the reputation credibility rank is not low or persistent, so no meaningful risk is indicated.",759,833,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,8,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,ALLOW_BUY,NO_RISK,neutral,neutral,"No market movement signal is available and the reputation credibility is moderately high without any low-reputation persistence, so there is no meaningful risk signal.",759,836,gpt-5.4-nano
llm_base_rank_mini,malicious_pre_report,9,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,AVOID_BUY,RISK,neutral,negative,"Market evidence is missing/neutral, but the entity shows very low long-run credibility (5/100) with a persistent low-reputation streak.",759,836,gpt-5.4-nano
llm_base_rank_mini,top_trust,0,Milady,109,0.0105263157894736,0,ALLOW_BUY,NO_RISK,negative,positive,"Market is slightly down, but long-term reputation/credibility is very strong (99/100), which offsets the short-term dip.",763,839,gpt-5.4-nano
llm_base_rank_mini,top_trust,1,BoredApeYachtClub,82,0.0113636363636363,0,ALLOW_BUY,NO_RISK,negative,positive,"Market is slightly down but long-term trust credibility is very high (99/100) with no low-reputation streak, so risk is not meaningful.",763,842,gpt-5.4-nano
llm_base_rank_mini,top_trust,2,CloneX,86,0.0109890109890109,0,ALLOW_BUY,NO_RISK,positive,positive,"Market is slightly up and the reputation credibility percentile is very high (low long-term risk), so there is no meaningful risk signal.",763,838,gpt-5.4-nano
llm_base_rank_mini,top_trust,3,CloneX,72,0.0117647058823529,0,ALLOW_BUY,NO_RISK,negative,positive,"Short-term price is slightly down, but the entity has very high credibility (99th percentile) with no low-reputation streak, so the overall risk is not meaningful.",763,846,gpt-5.4-nano
llm_base_rank_mini,top_trust,4,CloneX,100,0.0106382978723404,0,ALLOW_BUY,NO_RISK,negative,positive,"Market shows a small decline, but very high long-term credibility (99/100) offsets the market softness.",763,834,gpt-5.4-nano
llm_base_rank_mini,top_trust,5,CloneX,70,0.0121951219512195,0,ALLOW_BUY,NO_RISK,negative,positive,"Market performance is slightly down, but very high long-term credibility (99/100) offsets the mild negative price signal.",763,836,gpt-5.4-nano
llm_base_rank_mini,top_trust,6,Milady,91,0.0108695652173913,0,ALLOW_BUY,NO_RISK,neutral,positive,"Market impact is negligible while long-term credibility is very high (99/100), indicating low meaningful risk.",763,833,gpt-5.4-nano
llm_base_rank_mini,top_trust,7,Milady,90,0.0108695652173913,0,ALLOW_BUY,NO_RISK,positive,positive,"Both market performance is slightly positive and the reputation credibility is very high, indicating low likelihood of meaningful contract-window risk.",763,835,gpt-5.4-nano
llm_base_rank_mini,top_trust,8,CloneX,88,0.0109890109890109,0,ALLOW_BUY,NO_RISK,positive,positive,Market performance is slightly positive and the entity’s reputation credibility is very high (99/100) with no low-reputation streak.,763,838,gpt-5.4-nano
llm_base_rank_mini,top_trust,9,Milady,95,0.0106382978723404,0,ALLOW_BUY,NO_RISK,positive,positive,Market price drift is slightly up and the entity has very high long-term credibility (99th percentile) with no low-reputation streak.,763,839,gpt-5.4-nano
llm_rank,malicious_pre_report,0,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Credibility percentile (62/100) is not meaningfully low and there is no low-reputation streak, so reputation risk is not clearly negative.",631,710,gpt-5.4-nano
llm_rank,malicious_pre_report,1,8_3_c5371723_c5371723,113,0.5052631578947369,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Reputation credibility is mid-range (49/100) with no low-reputation streak, so there is no clearly negative reputation signal.",631,707,gpt-5.4-nano
llm_rank,malicious_pre_report,2,8_3_74547805_74547805,34,0.7708333333333334,0,AVOID_BUY,RISK,neutral,negative,The entity’s current credibility is low (23/100) indicating elevated long-term trust risk.,631,698,gpt-5.4-nano
llm_rank,malicious_pre_report,3,8_3_4362e588_4362e588,42,0.4736842105263157,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Credibility is mid-range (53rd percentile) with no low-reputation streak, so the reputation signal is not meaningfully negative.",631,707,gpt-5.4-nano
llm_rank,malicious_pre_report,4,8_3_162d44f0_162d44f0,52,0.484375,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Credibility is mid-range (52/100) with no low-reputation streak, so reputation evidence does not indicate meaningful long-term risk.",631,708,gpt-5.4-nano
llm_rank,malicious_pre_report,5,8_3_c8fd581c_c8fd581c,111,0.936842105263158,91,AVOID_BUY,RISK,neutral,negative,Very low credibility (6th percentile) with a highly persistent 91-window low-reputation streak indicates meaningful long-term trust risk.,631,705,gpt-5.4-nano
llm_rank,malicious_pre_report,6,8_3_155ecac8_155ecac8,119,0.3789473684210526,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Credibility percentile (62/100) is not meaningfully low and there is no low-reputation streak, so reputation signals do not indicate material risk.",631,711,gpt-5.4-nano
llm_rank,malicious_pre_report,7,8_3_fbbeee19_fbbeee19,111,0.631578947368421,0,ALLOW_BUY,NO_RISK,neutral,neutral,"Credibility percentile (37/100) is not clearly poor and there is no persistent low-reputation streak, so reputation risk is not strong enough to label RISK.",631,714,gpt-5.4-nano
llm_rank,malicious_pre_report,8,8_3_c1e13c80_c1e13c80,112,0.2947368421052631,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is fairly high (71/100) with no low-reputation streak, indicating no meaningful negative reputation risk.",631,705,gpt-5.4-nano
llm_rank,malicious_pre_report,9,8_3_cff377d0_cff377d0,45,0.9482758620689656,20,AVOID_BUY,RISK,neutral,negative,Very low trust credibility (5/100) with a persistent low-reputation streak (20 windows) indicates meaningful long-term entity risk.,631,706,gpt-5.4-nano
llm_rank,top_trust,0,Milady,109,0.0105263157894736,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is very high (99/100) with no low-reputation streak, indicating low long-term trust risk.",631,705,gpt-5.4-nano
llm_rank,top_trust,1,BoredApeYachtClub,82,0.0113636363636363,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is very high (99/100) with no low-reputation streak, indicating low long-term risk.",631,704,gpt-5.4-nano
llm_rank,top_trust,2,CloneX,86,0.0109890109890109,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is very high (99th percentile) with no low-reputation streak, indicating low long-term risk.",631,704,gpt-5.4-nano
llm_rank,top_trust,3,CloneX,72,0.0117647058823529,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation evidence shows very high credibility (99/100) with no low-reputation streak, indicating low long-term risk.",631,705,gpt-5.4-nano
llm_rank,top_trust,4,CloneX,100,0.0106382978723404,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is very high (99/100) with no low-reputation streak, indicating no meaningful long-term risk signal.",631,706,gpt-5.4-nano
llm_rank,top_trust,5,CloneX,70,0.0121951219512195,0,ALLOW_BUY,NO_RISK,neutral,positive,"Credibility is very high (99/100) with no low-reputation streak, indicating low long-term trust risk.",631,704,gpt-5.4-nano
llm_rank,top_trust,6,Milady,91,0.0108695652173913,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is very high (99/100) with no low-reputation streak, indicating no meaningful negative trust signal.",631,705,gpt-5.4-nano
llm_rank,top_trust,7,Milady,90,0.0108695652173913,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is very high (99/100) with no low-reputation streak, indicating no meaningful trust risk.",631,704,gpt-5.4-nano
llm_rank,top_trust,8,CloneX,88,0.0109890109890109,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation shows very high current credibility (99/100) with no low-reputation streak, indicating no meaningful negative risk signal.",631,706,gpt-5.4-nano
llm_rank,top_trust,9,Milady,95,0.0106382978723404,0,ALLOW_BUY,NO_RISK,neutral,positive,"Reputation credibility is very high (99th percentile) with no low-reputation streak, indicating low long-term risk.",631,704,gpt-5.4-nano
