decision_mode,model_name,sample_group,sample_idx,contract_id,collection_type,snapshot_idx,lead_windows_to_detect,risk_label,market_view,reputation_view,decision,confidence,reason,prompt_tokens,completion_tokens,total_tokens,latency_ms,parse_success
llm_rank_mini,deepseek-v3.2,malicious_pre_report,10,8_3_4362e588_4362e588,rugpull,42,0.4617240400600089,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,4615,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,11,8_3_4362e588_4362e588,rugpull,42,0.4617240400600089,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,4989,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,12,8_3_e6d00e3b_e6d00e3b,rugpull,42,0.411426022787171,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,4757,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,13,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.7,Strong negative reputation outweighs neutral market evidence.,730,51,781,3882,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,14,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,5200,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,15,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,NO_RISK,neutral,neutral,ALLOW_BUY,0.6,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,4587,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,16,8_3_e6d00e3b_e6d00e3b,rugpull,42,0.411426022787171,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,5185,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,17,8_3_0c5597e5_0c5597e5,rugpull,112,0.3810971901228561,RISK,neutral,negative,AVOID_BUY,0.7,Low long-term credibility with no positive market signal.,730,53,783,4534,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,18,8_3_cc2d4dae_cc2d4dae,rugpull,111,0.3519644812066658,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,4823,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,19,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.65,Persistent low credibility outweighs neutral market data.,730,52,782,4428,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,20,8_3_0b7e393f_0b7e393f,rugpull,46,0.7842314398086202,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Both market and reputation evidence are neutral.,729,52,781,5321,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,21,8_3_e6d00e3b_e6d00e3b,rugpull,42,0.411426022787171,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,4756,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,22,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",730,61,791,4766,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,23,8_3_131e924a_131e924a,rugpull,58,0.5309978510319101,RISK,neutral,negative,AVOID_BUY,0.7,Persistent low credibility with no positive market signals.,730,53,783,4364,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,24,8_3_0b7e393f_0b7e393f,rugpull,46,0.7842314398086202,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is average with no sustained low credibility.,729,58,787,4753,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,25,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.7,Strong negative reputation outweighs neutral market evidence.,730,51,781,4453,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,26,8_3_0205c970_0205c970,rugpull,42,0.2186879130681587,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,4647,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,27,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",730,61,791,4989,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,28,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,4579,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,29,8_3_cc2d4dae_cc2d4dae,rugpull,111,0.3519644812066658,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,5164,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,30,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",730,61,791,5384,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,31,8_3_f9da1642_f9da1642,rugpull,35,0.7338928759680493,NO_RISK,neutral,neutral,ALLOW_BUY,0.6,Market data is absent and reputation is average.,729,54,783,4512,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,32,8_3_88efddb0_88efddb0,rugpull,111,0.4639743745691927,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone is insufficient for a risk judgment.",729,60,789,4810,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,33,8_3_fc7440a4_fc7440a4,rugpull,111,0.2300814986011434,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,5650,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,34,8_3_fc7440a4_fc7440a4,rugpull,111,0.2300814986011434,NO_RISK,neutral,neutral,ALLOW_BUY,0.8,Market data is absent and reputation is average with no sustained low credibility.,729,58,787,4491,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,35,8_3_288462f5_288462f5,rugpull,113,0.3488829420589547,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,4927,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,36,8_3_85cfd3cf_85cfd3cf,rugpull,42,0.4357742367108624,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Weak market evidence and low reputation are insufficient for a clear risk case.,729,58,787,5345,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,37,8_3_74547805_74547805,rugpull,34,0.850606171187609,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,4766,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,38,8_3_74547805_74547805,rugpull,34,0.850606171187609,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,4547,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,39,8_3_c1e13c80_c1e13c80,rugpull,112,0.3817256619227182,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Strong reputation offsets neutral market data.,729,51,780,4684,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,40,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,RISK,neutral,negative,AVOID_BUY,0.6,Low credibility and no positive market signal.,730,51,781,5137,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,41,8_3_cff377d0_cff377d0,rugpull,45,0.0606982118963629,RISK,neutral,negative,AVOID_BUY,0.7,Persistent low credibility outweighs neutral market data.,730,52,782,4234,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,42,8_3_c5371723_c5371723,rugpull,113,0.3432672424279285,NO_RISK,neutral,neutral,ALLOW_BUY,0.6,"Market data is absent and reputation is average, resulting in no strong risk signal.",729,61,790,4765,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,43,8_3_f9da1642_f9da1642,rugpull,35,0.7338928759680493,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is average.,729,53,782,4878,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,44,8_3_0c5597e5_0c5597e5,rugpull,112,0.3810971901228561,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",730,61,791,4728,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,45,8_3_12239e85_12239e85,rugpull,111,0.3548027409479787,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent but reputation is low, not strong enough for RISK.",729,61,790,4799,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,46,8_3_c1e13c80_c1e13c80,rugpull,112,0.3817256619227182,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Strong reputation offsets neutral market data.,729,51,780,5455,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,47,8_3_155ecac8_155ecac8,rugpull,119,0.0,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Positive reputation outweighs neutral market evidence.,729,52,781,5313,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,48,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.75,Strong negative reputation evidence outweighs neutral market data.,730,52,782,5041,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,49,8_3_17e89a30_17e89a30,rugpull,111,0.33935449864169,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent while reputation is low but not decisive alone.,730,57,787,5644,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,50,8_3_155ecac8_155ecac8,rugpull,119,0.0,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Positive reputation outweighs neutral market evidence.,729,52,781,4813,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,51,8_3_bba73676_bba73676,rugpull,111,0.340368162835016,RISK,neutral,negative,AVOID_BUY,0.6,Persistent low reputation outweighs neutral market data.,730,52,782,4655,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,52,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,4844,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,53,8_3_f9da1642_f9da1642,rugpull,35,0.7338928759680493,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,5669,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,54,8_3_6249c06e_6249c06e,rugpull,42,0.3519442079227993,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not consistently poor.,729,57,786,4990,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,55,8_3_bba73676_bba73676,rugpull,111,0.340368162835016,RISK,neutral,negative,AVOID_BUY,0.6,Persistent low credibility outweighs neutral market data.,730,52,782,4814,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,56,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,NO_RISK,neutral,neutral,ALLOW_BUY,0.6,Market data is absent and reputation is moderate with no sustained low credibility.,729,58,787,4817,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,57,8_3_17e89a30_17e89a30,rugpull,111,0.33935449864169,RISK,neutral,negative,AVOID_BUY,0.65,Low credibility and no positive market signal to offset it.,730,54,784,4308,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,58,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,5892,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,59,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.7,Low long-term credibility with no positive market signal.,730,53,783,4455,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,60,8_3_0b7e393f_0b7e393f,rugpull,46,0.7842314398086202,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Both market and reputation evidence are neutral.,729,52,781,5277,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,61,8_3_c5371723_c5371723,rugpull,113,0.3432672424279285,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,4640,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,62,8_3_74547805_74547805,rugpull,34,0.850606171187609,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,5223,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,63,8_3_155ecac8_155ecac8,rugpull,119,0.0,NO_RISK,neutral,positive,ALLOW_BUY,0.7,Positive reputation outweighs neutral market evidence.,729,52,781,4317,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,64,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,RISK,neutral,negative,AVOID_BUY,0.7,Low credibility and no positive market signal.,730,51,781,4520,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,65,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is average with no sustained low credibility.,729,58,787,5252,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,66,8_3_74547805_74547805,rugpull,34,0.850606171187609,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,5465,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,67,8_3_0c5597e5_0c5597e5,rugpull,112,0.3810971901228561,RISK,neutral,negative,AVOID_BUY,0.7,Persistent low credibility outweighs neutral market data.,730,52,782,5065,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,68,8_3_6249c06e_6249c06e,rugpull,42,0.3519442079227993,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Weak market evidence and low reputation do not combine to a clear risk case.,729,59,788,5879,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,69,8_3_88efddb0_88efddb0,rugpull,111,0.4639743745691927,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,4842,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,70,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,4846,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,71,8_3_bba73676_bba73676,rugpull,111,0.340368162835016,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",730,61,791,5774,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,72,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is average with no sustained low credibility.,729,58,787,4697,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,73,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Weak market evidence and low reputation do not combine to a clear risk case.,729,60,789,5596,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,74,8_3_0b7e393f_0b7e393f,rugpull,46,0.7842314398086202,NO_RISK,neutral,neutral,ALLOW_BUY,0.6,Both market and reputation evidence are neutral.,729,52,781,4552,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,75,8_3_131e924a_131e924a,rugpull,58,0.5309978510319101,RISK,neutral,negative,AVOID_BUY,0.7,Strong negative reputation outweighs neutral market evidence.,730,51,781,4255,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,76,8_3_cc2d4dae_cc2d4dae,rugpull,111,0.3519644812066658,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,6157,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,77,8_3_288462f5_288462f5,rugpull,113,0.3488829420589547,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is moderate without sustained low credibility.,729,57,786,4572,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,78,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,4896,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,79,8_3_cc2d4dae_cc2d4dae,rugpull,111,0.3519644812066658,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,8752,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,80,8_3_bba73676_bba73676,rugpull,111,0.340368162835016,RISK,neutral,negative,AVOID_BUY,0.7,Persistent low credibility outweighs neutral market data.,730,52,782,4933,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,81,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone is insufficient for a risk label.",729,60,789,4944,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,82,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,RISK,neutral,negative,AVOID_BUY,0.6,Low credibility and no positive market signal.,730,51,781,4950,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,83,8_3_0b7e393f_0b7e393f,rugpull,46,0.7842314398086202,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is average with no sustained low credibility.,729,58,787,4793,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,84,8_3_288462f5_288462f5,rugpull,113,0.3488829420589547,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is moderate without sustained low credibility.,729,58,787,5311,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,85,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is absent and reputation is low but not persistently poor.,729,57,786,4558,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,86,8_3_6249c06e_6249c06e,rugpull,42,0.3519442079227993,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,5237,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,87,8_3_85cfd3cf_85cfd3cf,rugpull,42,0.4357742367108624,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Weak market evidence and low reputation are insufficient for a clear risk case.,729,58,787,9955,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,88,8_3_74547805_74547805,rugpull,34,0.850606171187609,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,4764,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,89,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is average with no sustained low credibility.,729,58,787,5135,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,90,8_3_6249c06e_6249c06e,rugpull,42,0.3519442079227993,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,4935,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,91,8_3_cff377d0_cff377d0,rugpull,45,0.0606982118963629,RISK,neutral,negative,AVOID_BUY,0.7,Persistent low credibility outweighs neutral market data.,730,52,782,6669,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,92,8_3_f9da1642_f9da1642,rugpull,35,0.7338928759680493,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,"Market data is absent and reputation is average, indicating no strong risk signals.",729,59,788,4825,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,93,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,NO_RISK,neutral,neutral,ALLOW_BUY,0.7,Market data is absent and reputation is average with no sustained low credibility.,729,58,787,5168,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,94,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.7,Low long-term credibility with no positive market signal.,730,53,783,4707,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,95,8_3_85cfd3cf_85cfd3cf,rugpull,42,0.4357742367108624,NO_RISK,neutral,negative,ALLOW_BUY,0.6,"Market evidence is absent, but low reputation alone does not force a risk judgment.",729,61,790,6396,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,96,8_3_51c6f17b_51c6f17b,rugpull,111,0.3763937882658233,RISK,neutral,negative,AVOID_BUY,0.7,Low long-term credibility and no positive market signal.,730,53,783,4767,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,97,8_3_bba73676_bba73676,rugpull,111,0.340368162835016,RISK,neutral,negative,AVOID_BUY,0.7,Low long-term credibility with no positive market signal to offset it.,730,56,786,4947,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,98,8_3_74547805_74547805,rugpull,34,0.850606171187609,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Market evidence is neutral while reputation is low but not persistently poor.,729,57,786,5086,1
llm_rank_mini,deepseek-v3.2,malicious_pre_report,99,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,RISK,neutral,negative,AVOID_BUY,0.7,Strong negative reputation evidence outweighs neutral market data.,730,52,782,5065,1
llm_rank_mini,deepseek-v3.2,good_trust,0,Milady,trust,56,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs a minor price fluctuation.,733,54,787,4815,1
llm_rank_mini,deepseek-v3.2,good_trust,1,Cool_Cats,trust,42,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs a minor price fluctuation.,733,54,787,5025,1
llm_rank_mini,deepseek-v3.2,good_trust,2,Dope_Shibas,trust,10,,NO_RISK,neutral,neutral,ALLOW_BUY,0.65,Market shows mild positive movement and reputation is average with no sustained low credibility.,733,59,792,4949,1
llm_rank_mini,deepseek-v3.2,good_trust,3,BrainDrops,trust,26,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs a minor price fluctuation.,733,54,787,4579,1
llm_rank_mini,deepseek-v3.2,good_trust,4,Milady,trust,74,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs minor price fluctuation.,733,52,785,4711,1
llm_rank_mini,deepseek-v3.2,good_trust,5,FLUF,trust,87,,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Strong reputation outweighs a minor price fluctuation.,733,54,787,4729,1
llm_rank_mini,deepseek-v3.2,good_trust,6,My_Pet_Hooligan,trust,82,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs a minor price fluctuation.,733,54,787,4607,1
llm_rank_mini,deepseek-v3.2,good_trust,7,My_Pet_Hooligan,trust,88,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs neutral price movement.,733,53,786,4500,1
llm_rank_mini,deepseek-v3.2,good_trust,8,Lazy_Lions,trust,75,,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Strong reputation outweighs a minor price fluctuation.,733,54,787,4649,1
llm_rank_mini,deepseek-v3.2,good_trust,9,Loot,trust,89,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs a minor price fluctuation.,733,54,787,15350,1
llm_rank_mini,deepseek-v3.2,good_trust,10,BrainDrops,trust,82,,NO_RISK,neutral,positive,ALLOW_BUY,0.85,Strong reputation outweighs a minor price fluctuation.,733,54,787,5293,1
llm_rank_mini,deepseek-v3.2,good_trust,11,Loot,trust,119,,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Strong reputation outweighs minor price fluctuation.,733,52,785,5075,1
llm_rank_mini,deepseek-v3.2,good_trust,12,Meebits,trust,98,,NO_RISK,neutral,positive,ALLOW_BUY,0.8,Strong reputation outweighs neutral market movement.,733,52,785,4769,1
llm_rank_mini,deepseek-v3.2,good_trust,13,ForgottenRunesWizardsCult,trust,7,,NO_RISK,neutral,negative,ALLOW_BUY,0.6,Weak negative market signal is outweighed by stable reputation history.,733,56,789,4722,1
