"bucket","contract_id","snapshot_idx","collection_type","rep_rank_pct","low_rep_streak","mode","model_name","decision","risk_label","market_view","reputation_view","confidence","prompt_tokens","completion_tokens","total_tokens","latency_ms","reason"
"risk","8_3_0c5597e5_0c5597e5","112","rugpull","0.873684210526316","31","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.85","893","91","984","2137","Persistent low credibility (13th percentile, 31-window streak) combined with absent market data creates unacceptable risk for a flat position."
"risk","8_3_0c5597e5_0c5597e5","112","rugpull","0.873684210526316","31","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.85","859","90","949","2112","Persistent low credibility (13th percentile, 31-window streak) combined with neutral market evidence and flat position indicates meaningful long-term risk."
"risk","8_3_0d99cc92_0d99cc92","71","rugpull","0.682926829268293","0","llm_base","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.75","816","83","899","2902","Zero trading activity with no price data, zero collection items, and only gas costs indicate a dead or non-functional contract."
"risk","8_3_0d99cc92_0d99cc92","71","rugpull","0.682926829268293","0","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.85","980","94","1074","2569","Zero trading activity with gas costs but no trades, combined with below-median credibility (32nd percentile), indicates a dead or suspicious collection with poor long-term reputation."
"risk","8_3_0d99cc92_0d99cc92","71","rugpull","0.682926829268293","0","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","893","97","990","1868","Reputation credibility at 32nd percentile (below median) with no offsetting market evidence; weak market data combined with poor long-term trust ranking warrants risk avoidance."
"risk","8_3_0d99cc92_0d99cc92","71","rugpull","0.682926829268293","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","859","99","958","2510","Credibility percentile of 32/100 signals below-average long-term reputation risk; with neutral market evidence and no offsetting positive signals, reputation-side risk dominates the decision."
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.85","813","87","900","1775","Complete absence of market activity (zero trades, zero buyers, zero mints, zero collection items) indicates a dead or non-functional contract."
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.85","977","87","1064","1796","Zero market activity combined with below-median credibility (32nd percentile) indicates both current illiquidity and long-term trust concerns."
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","893","97","990","2403","Reputation credibility at 32nd percentile (below median) with no offsetting market evidence; weak market data combined with poor long-term trust ranking warrants risk avoidance."
"risk","8_3_12239e85_12239e85","111","rugpull","0.684210526315789","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","859","99","958","3066","Credibility percentile of 32/100 signals below-average long-term reputation risk; with neutral market evidence and no offsetting positive signals, reputation-side risk dominates the decision."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.75","816","83","899","3255","Zero trading activity with no price data, zero collection items, and only gas costs indicate a dead or non-functional contract."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.95","980","99","1079","4497","Zero trading activity with minimal gas spend, combined with critically low credibility (4th percentile) sustained over 18 windows, indicates both market abandonment and severe long-term reputation deterioration."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.85","893","99","992","4213","Persistent severe reputation failure (4th percentile, 18-window streak) combined with absent market data creates unacceptable risk; weak market evidence cannot offset entrenched low credibility."
"risk","8_3_131e924a_131e924a","58","rugpull","0.96","18","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.85","859","100","959","2242","Persistent 18-window low-reputation streak with 4th percentile credibility combined with neutral market evidence (no price data) triggers risk signal; weak market evidence cannot offset strong reputation deterioration."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.75","816","75","891","2359","Zero trading activity with positive gas spend indicates dead or inactive contract with no market engagement."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.72","980","86","1066","2833","Zero trading activity with gas costs but no trades or mints indicates a dead or inactive contract; market evidence is clearly negative despite neutral reputation."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","neutral","0.72","893","97","990","2684","Market evidence is absent (all null), and reputation credibility at 62nd percentile is middling with no persistent low-reputation streak; neither evidence group shows clear negative signals."
"risk","8_3_155ecac8_155ecac8","119","rugpull","0.378947368421053","0","llm_base_rank_mini","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","neutral","0.72","859","97","956","2537","Market evidence is absent (null price change), and reputation is middling (62nd percentile) with no persistent low-credibility streak; neither evidence group shows clear negative signal."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.75","816","75","891","1646","Zero trading activity with positive gas spend indicates dead or inactive contract with no market engagement."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.72","980","86","1066","2455","Zero trading activity with gas costs but no trades or mints indicates a dead or inactive contract; market evidence is clearly negative despite neutral reputation."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","negative","0.65","893","106","999","3236","Market evidence is entirely absent (no price or trade data), making it neutral; reputation is below median (52/100) but not persistently low (streak=0), so weak negative signal does not override neutral market evidence."
"risk","8_3_162d44f0_162d44f0","52","rugpull","0.484375","0","llm_base_rank_mini","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","negative","0.65","859","104","963","2827","Market evidence is absent (null price change), making it neutral; reputation is below median (52nd percentile) but not persistently low (streak=0), so weak negative signal does not override neutral market evidence."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.85","813","87","900","2617","Complete absence of market activity (zero trades, zero buyers, zero mints, zero collection items) indicates a dead or non-functional contract."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.85","977","90","1067","3392","Zero market activity combined with persistently low credibility (20th percentile, 2-window streak) indicates both acute market failure and chronic reputation weakness."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.75","893","94","987","2019","Persistent low credibility (20th percentile, 2-window streak) with no offsetting market evidence creates meaningful long-term risk despite neutral short-term signals."
"risk","8_3_17e89a30_17e89a30","111","rugpull","0.8","2","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.75","859","90","949","2188","Persistent low credibility (20th percentile, 2-window streak) combined with neutral market evidence and flat position creates meaningful long-term risk."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.85","813","87","900","4523","Complete absence of market activity (zero trades, zero buyers, zero mints, zero collection items) indicates a dead or non-functional contract."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.85","977","83","1060","2038","Zero market activity combined with below-median credibility (39th percentile) creates a dual negative signal indicating meaningful risk."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","893","89","982","3293","Credibility percentile of 39/100 indicates below-average long-term reputation with no offsetting market evidence available to contradict it."
"risk","8_3_288462f5_288462f5","113","rugpull","0.610526315789474","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","859","99","958","2333","Credibility percentile of 39/100 signals below-average long-term reputation risk; with neutral market evidence and no offsetting positive signals, reputation-side risk dominates the decision."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.78","830","91","921","2421","Strong market activity with high trade volume, substantial unique participation, and healthy gas spending indicate active trading ecosystem; no reputation data provided to contradict market signals."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","positive","negative","0.72","994","90","1084","2824","Strong market activity and liquidity are offset by below-median credibility ranking (41/100), creating material long-term trust risk despite current trading strength."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","897","98","995","1968","Credibility percentile of 41/100 signals below-average long-term reputation risk; market evidence is insufficient (no price or volume change data) to offset this negative reputation signal."
"trust","BrainDrops","17","trust","0.592592592592593","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","neutral","negative","0.72","859","93","952","3140","Credibility percentile of 41/100 indicates below-median long-term trust with no offsetting market evidence; neutral market signal cannot overcome persistent reputation weakness."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","neutral","0.72","832","83","915","3054","Market shows healthy trading activity with moderate price decline and reduced trade count; no reputation evidence provided to elevate concern."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base_rank","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.78","996","99","1095","2499","Both market evidence (sharp declines in price and trade activity) and reputation evidence (below-median credibility at 43rd percentile) signal meaningful risk; combined negative signals warrant RISK classification."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.78","905","101","1006","4316","Both market evidence (sharp price decline -0.78%, trade volume collapse -94%) and reputation evidence (credibility at 43rd percentile, below median) are negative; combined signal indicates meaningful risk."
"trust","BrainDrops","18","trust","0.571428571428571","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.78","863","90","953","2181","Both market evidence (0.78% price decline) and reputation evidence (43rd percentile credibility rank) are negative; combined signal indicates meaningful risk."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.82","832","84","916","2646","Strong market activity with high trade volume, healthy buyer diversity, and positive price momentum outweigh absence of reputation data."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","negative","0.72","996","81","1077","1696","Strong market activity and price momentum offset below-median credibility rank with no persistent low-reputation streak."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","negative","0.72","905","96","1001","2564","Strong market momentum (0.65% price gain, 0.93% trade increase) clearly offsets below-median credibility rank with no persistent low-reputation streak."
"trust","BrainDrops","19","trust","0.533333333333333","0","llm_base_rank_mini","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","negative","0.62","863","92","955","2571","Strong positive price momentum (+0.65%) clearly offsets below-median reputation credibility (47th percentile) with no persistent low-reputation streak."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.78","833","89","922","2166","Strong market activity with high trade volume, healthy buyer participation, and stable pricing despite flat position; no reputation data provided to contradict market signals."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","negative","0.72","997","109","1106","2736","Strong market activity (504 trades, $1.14M volume, 225 unique buyers) with growing trade count (+1.13%) clearly offsets weak reputation credibility (47th percentile) that shows no persistence streak."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","negative","0.62","905","100","1005","2344","Market shows minimal deterioration with slight price decline offset by increased trade activity; reputation is below median but not persistently low, and weak market evidence does not warrant RISK when reputation streak is zero."
"trust","BrainDrops","20","trust","0.529411764705882","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","negative","0.72","863","95","958","1825","Both market evidence (price decline of -0.60%) and reputation evidence (credibility at 47th percentile, below median) are negative; combined signal indicates meaningful risk."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","832","82","914","2279","Strong market activity with healthy trade volume, active buyer participation, and positive price momentum despite recent trade count decline."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","996","92","1088","2327","Strong market activity with price appreciation and healthy trading volume offset by middling reputation credibility; no persistent low-reputation streak weakens reputation-side risk signal."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","905","99","1004","1875","Strong price appreciation (+0.65%) and neutral reputation (55th percentile, no streak) offset weak trade activity decline; market momentum is positive and reputation is not persistently problematic."
"trust","BrainDrops","21","trust","0.447368421052632","0","llm_base_rank_mini","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","863","96","959","2652","Strong positive price momentum (0.65% gain) with neutral reputation (55th percentile, no low-streak persistence) supports a no-risk stance for flat position."
"trust","BrainDrops","22","trust","0.5","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.78","831","102","933","2708","Strong market activity with 64 trades, 47 unique buyers, and $193k total value in window; minor price decline and trade count decrease are weak signals insufficient to override solid trading fundamentals."
"trust","BrainDrops","22","trust","0.5","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","neutral","0.72","995","95","1090","2629","Market shows modest activity decline but stable pricing and healthy trading volume; reputation at median credibility with no persistent low-reputation streak; both signals neutral, no clear risk trigger."
"trust","BrainDrops","22","trust","0.5","0","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.65","904","94","998","2051","Market shows clear deterioration with price decline and reduced trading activity; reputation is middling with no persistent low-credibility streak, but combined negative market signal warrants risk classification."
"trust","BrainDrops","22","trust","0.5","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.72","863","97","960","2951","Market shows clear price deterioration (-0.43%) while reputation is middling (50th percentile); negative market evidence combined with neutral reputation warrants risk avoidance on flat position."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.78","833","91","924","3722","Strong market activity with high trade volume, healthy buyer engagement, and growing trade count offset minor price decline; no reputation data provided to contradict market signals."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","997","86","1083","2645","Strong market activity with high trade count, substantial volume, and growing engagement offset by modest price decline and middling reputation credibility."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","neutral","neutral","0.72","905","106","1011","2932","Minimal price decline (-0.50%) offset by rising trade activity (+9.86%); credibility at median (55th percentile) with no persistent low-reputation streak; both evidence groups neutral to slightly positive."
"trust","BrainDrops","23","trust","0.447368421052632","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.72","863","89","952","2357","Market deterioration of -0.50% combined with below-median credibility (55th percentile) creates meaningful risk despite no persistent reputation streak."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.78","833","86","919","2392","Strong market activity with high trade volume, stable pricing, and healthy buyer engagement; no reputation data provided to contradict market signals."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","997","87","1084","2665","Strong market activity with high trade volume, stable pricing, and healthy buyer engagement offset by middling reputation credibility that shows no persistence."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","905","89","994","2024","Market shows modest price appreciation and stable trading activity; reputation is middling but not persistently low, and positive market signal offsets neutral reputation."
"trust","BrainDrops","24","trust","0.421052631578947","0","llm_base_rank_mini","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","863","96","959","1938","Strong positive price momentum (0.83% gain) with neutral reputation (58th percentile, no low-streak persistence) supports a no-risk stance for flat position."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.78","832","86","918","2014","Strong market activity with healthy trade volume, unique participation, and stable price momentum; no reputation data provided to contradict market signals."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","996","95","1091","2317","Strong market activity with healthy trade volume, price appreciation, and growing engagement offset by moderate reputation credibility; no persistent low-reputation streak weakens reputation-side risk signal."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base_rank_compact","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","905","108","1013","2053","Market shows modest positive momentum with price up 1.35% and trade activity slightly increased; reputation credibility at 68th percentile is acceptable with no persistent low-reputation streak, supporting a neutral-to-positive combined signal."
"trust","BrainDrops","25","trust","0.315789473684211","0","llm_base_rank_mini","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","863","97","960","1994","Modest positive price momentum (1.35%) with neutral reputation credibility (68th percentile, no low-reputation streak) supports a no-risk stance for flat position."
"trust","BrainDrops","26","trust","0.325","0","llm_base","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.78","832","98","930","1767","Strong market activity with 595 trades, $612k volume, and 294 unique buyers indicates healthy demand; minor price decline and trade count decrease are within normal fluctuation range."
"trust","BrainDrops","26","trust","0.325","0","llm_base_rank","claude-haiku-4-5-20251001","ALLOW_BUY","NO_RISK","positive","neutral","0.72","996","101","1097","2420","Strong market activity with high trade volume, healthy buyer engagement, and modest price decline offset by robust trading momentum; reputation credibility at 68th percentile is acceptable with no persistent low-reputation streak."
"trust","BrainDrops","26","trust","0.325","0","llm_base_rank_compact","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.72","905","97","1002","1970","Market deterioration (price down 0.71%, trade count down 0.08%) combined with neutral reputation (68th percentile, no streak) triggers risk signal for flat position."
"trust","BrainDrops","26","trust","0.325","0","llm_base_rank_mini","claude-haiku-4-5-20251001","AVOID_BUY","RISK","negative","neutral","0.72","863","91","954","2528","Market evidence shows clear price deterioration (-0.71%) while reputation is neutral; negative market signal with neutral reputation warrants risk avoidance for flat position."
