model_name,decision_mode,sample_group,contract_id,snapshot_idx,decision,risk_label,market_view,reputation_view,myresaon,human_label,reason,automated_claim_check_status,automated_claim_flags,prompt_rule_expected_risk_label,prompt_rule_consistent,archived_rep_rank_pct,archived_low_rep_streak,historical_input_scope,current_panel_alignment,current_panel_window_last_trade_price_usd,current_panel_window_trade_count,current_panel_window_trade_value_total_usd,current_panel_window_unique_buyers,current_panel_window_unique_trade_users,current_panel_window_mint_cnt,current_panel_current_mint_supply_count,current_panel_window_gas_total_usd,current_panel_price_change_vs_prev_window_pct,current_panel_trade_count_change_vs_prev_window_pct,current_panel_rep_score,current_panel_rep_rank,current_panel_rep_rank_pct,current_panel_low_rep_streak,source_file,source_row,human_evidence_supported,human_no_unsupported_claims,human_decision_reason_consistent,human_auditor,human_audit_notes
gpt-5.4-nano,llm_base_rank,malicious_pre_report,8_3_bba73676_bba73676,111,AVOID_BUY,RISK,neutral,negative,,PASS,"No recent trading activity suggests no market support, and the very low long-term credibility with a persistent low-reputation streak raises meaningful risk.",no_checkable_numeric_claim,,RISK,TRUE,0.852631579,41,archived_rep_rank_and_streak,archived_fields_mismatch,,0,0,0,0,0,0,0,,,7.42E-09,81,0.852631579,0,toptrust_100x2_decisions_end.csv,282,,,,,
gpt-5.4-nano,llm_base_rank,malicious_pre_report,8_3_c8fd581c_c8fd581c,111,AVOID_BUY,RISK,neutral,negative,,PASS,"No market activity in the window is neutral, but very poor and persistent long-term reputation credibility (6th percentile and 91-window low-reputation streak) indicates meaningful risk.",no_mismatch_detected,,RISK,TRUE,0.936842105,91,archived_rep_rank_and_streak,archived_fields_mismatch,,0,0,0,0,0,0,0,,,6.13E-10,89,0.936842105,42,toptrust_100x2_decisions_end.csv,207,,,,,
gpt-5.4-nano,llm_base_rank,malicious_pre_report,8_3_6249c06e_6249c06e,42,AVOID_BUY,RISK,neutral,negative,,PASS,"No market activity in the window, and the entity has below-mid long-term credibility (23/100), increasing delisting/freeze/sellability risk.",no_mismatch_detected,,RISK,TRUE,0.771929825,0,archived_rep_rank_and_streak,archived_fields_match,,0,0,0,0,0,0,0,,,1.89E-05,44,0.771929825,0,toptrust_100x2_decisions_end.csv,256,,,,,
gpt-5.4-nano,llm_base_rank,malicious_pre_report,8_3_cc2d4dae_cc2d4dae,111,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,No market activity in the current window and only moderate (not low-streak) credibility do not indicate meaningful liquidation/delisting risk.,no_checkable_numeric_claim,,NO_RISK,TRUE,0.452631579,0,archived_rep_rank_and_streak,archived_fields_match,,0,0,0,0,0,0,0,,,9.60E-05,43,0.452631579,0,toptrust_100x2_decisions_end.csv,278,,,,,
gpt-5.4-nano,llm_base_rank,malicious_pre_report,8_3_17e89a30_17e89a30,111,AVOID_BUY,RISK,neutral,negative,,PASS,No recent market activity (neutral) combined with poor long-term credibility and a persistent low-reputation streak (negative) increases delisting/freeze/unsellable risk.,no_checkable_numeric_claim,,RISK,TRUE,0.8,2,archived_rep_rank_and_streak,archived_fields_mismatch,,0,0,0,0,0,0,0,,,3.70E-08,76,0.8,0,toptrust_100x2_decisions_end.csv,259,,,,,
gpt-5.4-nano,llm_base_rank,good_trust,CloneX,106,ALLOW_BUY,NO_RISK,positive,positive,,PASS,Strong recent market activity with slight price/trade growth and very high long-term credibility (98/100) suggest low risk.,no_mismatch_detected,,NO_RISK,TRUE,0.021052632,0,archived_rep_rank_and_streak,archived_fields_match,4229.0297,253,669439.0422,112,234,0,19504,109158.1454,1.326003676,0.454022989,0.042443536,2,0.021052632,0,toptrust_100x2_decisions_end.csv,361,,,,,
gpt-5.4-nano,llm_base_rank,good_trust,Milady,92,AVOID_BUY,RISK,negative,neutral,The negative market signal was too weak to justify the decision.,NO_PASS,"Market activity shows slight price and volume/trade decline while reputation credibility is high (99/100), so the negative short-term signal dominates enough to avoid buying.",no_mismatch_detected,,RISK,TRUE,0.010869565,0,archived_rep_rank_and_streak,archived_fields_match,6849.0762,371,2385288.756,207,329,0,10000,45462.48729,-0.103875001,-0.033854167,0.043917442,1,0.010869565,0,toptrust_100x2_decisions_end.csv,346,,,,,
gpt-5.4-nano,llm_base_rank,good_trust,BoredApeYachtClub,80,AVOID_BUY,RISK,positive,negative,Incorrect interpretation of the reputation rank.,NO_PASS,"Market activity and prices look stable/positive, but very low long-term credibility (99/100 percentile) is a strong reputation-side risk that outweighs the mixed comfort from the window trades.",no_mismatch_detected,,NO_RISK,FALSE,0.011363636,0,archived_rep_rank_and_streak,archived_fields_match,118056.75,108,13207259.84,54,101,0,0,766612.372,0.005417626,-0.534482759,0.044967605,1,0.011363636,0,toptrust_100x2_decisions_end.csv,384,,,,,
gpt-5.4-nano,llm_base_rank,good_trust,CloneX,118,AVOID_BUY,RISK,positive,negative,Incorrect interpretation of the reputation rank.,NO_PASS,"Market activity/price is slightly positive, but very high long-term credibility percentile implies elevated reputation risk signals, so combined risk remains meaningful.",no_checkable_numeric_claim,,NO_RISK,FALSE,0.021052632,0,archived_rep_rank_and_streak,archived_fields_match,3284.059135,144,485962.8062,101,187,0,19517,60442.33554,0.128265438,-0.13253012,0.041718826,2,0.021052632,0,toptrust_100x2_decisions_end.csv,329,,,,,
gpt-5.4-nano,llm_base_rank,good_trust,CloneX,100,AVOID_BUY,RISK,neutral,negative,,PASS,"Market activity and price are roughly steady (slight negative), but the very low long-term credibility (99/100 with no offsetting positive reputation trend) makes delisting/freeze risk materially elevated.",no_mismatch_detected,,RISK,TRUE,0.010638298,0,archived_rep_rank_and_streak,archived_fields_match,3261.898611,48,221294.396,37,75,0,19500,3486.451625,-0.054019401,-0.25,0.042383366,1,0.010638298,0,toptrust_100x2_decisions_end.csv,354,,,,,
gpt-5.4-nano,llm_rank,malicious_pre_report,8_3_c1e13c80_c1e13c80,112,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Reputation credibility is relatively strong (71/100) with no low-reputation streak, so there is no meaningful negative reputation signal.",no_mismatch_detected,,NO_RISK,TRUE,0.294736842,0,archived_rep_rank_and_streak,archived_fields_match,,0,0,0,0,0,0,0,,,0.001300303,28,0.294736842,0,toptrust_100x2_decisions_end.csv,641,,,,,
gpt-5.4-nano,llm_rank,malicious_pre_report,8_3_74547805_74547805,34,AVOID_BUY,RISK,neutral,negative,,PASS,Credibility is poor (23/100) indicating elevated long-term trust risk despite no persistent low-reputation streak.,no_mismatch_detected,,RISK,TRUE,0.770833333,0,archived_rep_rank_and_streak,archived_fields_match,,0,0,0,0,0,0,250.0817642,,,3.90E-05,37,0.770833333,0,toptrust_100x2_decisions_end.csv,639,,,,,
gpt-5.4-nano,llm_rank,malicious_pre_report,8_3_4362e588_4362e588,42,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"Reputation credibility is mid-range (53/100) with no low-reputation streak, indicating no clearly meaningful negative trust signal.",no_mismatch_detected,,NO_RISK,TRUE,0.473684211,0,archived_rep_rank_and_streak,archived_fields_match,,0,0,0,0,0,0,12.50694147,,,0.000244614,27,0.473684211,0,toptrust_100x2_decisions_end.csv,613,,,,,
gpt-5.4-nano,llm_rank,malicious_pre_report,8_3_74547805_74547805,34,AVOID_BUY,RISK,neutral,negative,,PASS,"The entity’s credibility percentile is low (23/100), indicating negative long-term reputation risk even without a persistent low-reputation streak.",no_mismatch_detected,,RISK,TRUE,0.770833333,0,archived_rep_rank_and_streak,archived_fields_match,,0,0,0,0,0,0,250.0817642,,,3.90E-05,37,0.770833333,0,toptrust_100x2_decisions_end.csv,604,,,,,
gpt-5.4-nano,llm_rank,malicious_pre_report,8_3_fc7440a4_fc7440a4,111,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"Reputation credibility is mid-range (58/100) with no persistent low-reputation streak, indicating no clear meaningful negative reputation signal.",no_mismatch_detected,,NO_RISK,TRUE,0.421052632,0,archived_rep_rank_and_streak,archived_fields_match,,0,0,0,0,0,0,0,,,0.000195635,40,0.421052632,0,toptrust_100x2_decisions_end.csv,635,,,,,
gpt-5.4-nano,llm_rank,good_trust,Milady,98,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Reputation credibility is very high (99/100) with no low-reputation streak, indicating low long-term risk.",no_mismatch_detected,,NO_RISK,TRUE,0.010638298,0,archived_rep_rank_and_streak,archived_fields_match,7418,86,464520.7208,60,98,0,10000,5862.63552,0.369875055,-0.094736842,0.042654926,1,0.010638298,0,toptrust_100x2_decisions_end.csv,708,,,,,
gpt-5.4-nano,llm_rank,good_trust,CloneX,36,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Reputation credibility is very high (98/100) with no low-reputation streak, indicating no meaningful negative trust signal.",no_mismatch_detected,,NO_RISK,TRUE,0.019607843,0,archived_rep_rank_and_streak,archived_fields_match,60960.7782,178,11271598.88,138,276,10,19202,26809.93126,-0.030736776,-0.731927711,0.05547,1,0.019607843,0,toptrust_100x2_decisions_end.csv,702,,,,,
gpt-5.4-nano,llm_rank,good_trust,CloneX,34,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Reputation shows high credibility (98/100) with no low-reputation streak, indicating no meaningful risk signal.",no_mismatch_detected,,NO_RISK,TRUE,0.020833333,0,archived_rep_rank_and_streak,archived_fields_match,55764.93147,218,14129090.12,188,363,22,19143,37322.29644,0.191077353,-0.399449036,0.055309996,1,0.020833333,0,toptrust_100x2_decisions_end.csv,734,,,,,
gpt-5.4-nano,llm_rank,good_trust,Milady,97,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Reputation credibility is very high (99/100) with no low-reputation streak, indicating low long-term risk.",no_mismatch_detected,,NO_RISK,TRUE,0.010638298,0,archived_rep_rank_and_streak,archived_fields_match,5415.0924,95,589520.5672,71,107,0,10000,10059.95006,-0.128517802,-0.549763033,0.042985325,1,0.010638298,0,toptrust_100x2_decisions_end.csv,788,,,,,
gpt-5.4-nano,llm_rank,good_trust,CloneX,109,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,"Reputation credibility is high (98/100) with no low-reputation streak, indicating low long-term entity risk.",no_mismatch_detected,,NO_RISK,TRUE,0.021052632,0,archived_rep_rank_and_streak,archived_fields_match,2199.712389,92,292912.9974,76,119,1,19505,1577.385764,-0.771523447,0.703703704,0.040827874,2,0.021052632,0,toptrust_100x2_decisions_end.csv,800,,,,,
grok-4-1-fast,llm_base,malicious_pre_report,8_3_74547805_74547805,34,AVOID_BUY,RISK,negative,neutral,,PASS,"No trades, buyers, mints, or collection items indicate complete lack of market activity.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,250.0817642,,,3.90E-05,37,0.770833333,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,64,,,,,
grok-4-1-fast,llm_base,malicious_pre_report,8_3_bba73676_bba73676,111,AVOID_BUY,RISK,negative,neutral,,PASS,"Zero trades, buyers, mints, and items indicate no market activity or liquidity.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,7.42E-09,81,0.852631579,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,53,,,,,
grok-4-1-fast,llm_base,malicious_pre_report,8_3_131e924a_131e924a,58,AVOID_BUY,RISK,negative,neutral,,PASS,"No trades, buyers, or collection items indicate zero liquidity and high risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,6.47092045,,,0,72,0.96,18,toptrust_100x2_grok41fast_llm_base_decisions.csv,25,,,,,
grok-4-1-fast,llm_base,malicious_pre_report,8_3_fc7440a4_fc7440a4,111,AVOID_BUY,RISK,negative,neutral,,PASS,"No market activity, trades, or collection items observed.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,0.000195635,40,0.421052632,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,35,,,,,
grok-4-1-fast,llm_base,malicious_pre_report,8_3_f9da1642_f9da1642,35,AVOID_BUY,RISK,negative,neutral,,PASS,"No trades, buyers, mints, or collection items despite high gas expenditure indicates lack of market activity.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,11793.02573,,,0.000309511,26,0.52,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,45,,,,,
grok-4-1-fast,llm_base,good_trust,CloneX,45,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"High trading volume, significant USD value, and slight price increase show strong market activity.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,12552.135,193,2855814.257,175,296,5,19315,11515.76115,0.035521418,-0.696062992,0.054635635,1,0.017241379,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,193,,,,,
grok-4-1-fast,llm_base,good_trust,Milady,91,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong trading volume, high total value, and stable price show healthy market activity.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,7642.992,384,3396626.042,167,289,0,10000,103942.2378,-0.004977428,-0.728621908,0.043670388,1,0.010869565,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,124,,,,,
grok-4-1-fast,llm_base,good_trust,CloneX,70,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong market activity with high trade volume, value, and unique buyers.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,7264.82385,279,2137988.836,161,271,2,19446,6811.784363,-0.600163414,0.256756757,0.04778373,1,0.012195122,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,175,,,,,
grok-4-1-fast,llm_base,good_trust,Milady,102,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Strong trading volume, unique buyers, and positive price/trade changes indicate healthy market activity.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,6945.602,216,1370720.89,123,182,0,10000,7069.431991,0.358781733,0.479452055,0.042329626,1,0.010638298,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,152,,,,,
grok-4-1-fast,llm_base,good_trust,Milady,112,ALLOW_BUY,NO_RISK,positive,neutral,,PASS,"Healthy trading volume, unique buyers, and stable price despite minor dip.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,2673.859531,109,359895.1681,70,97,0,10000,4898.300495,-0.556693634,0.786885246,0.041055836,1,0.010526316,0,toptrust_100x2_grok41fast_llm_base_decisions.csv,141,,,,,
grok-4-1-fast,llm_base_rank,malicious_pre_report,8_3_bba73676_bba73676,111,AVOID_BUY,RISK,neutral,negative,,PASS,Persistent low credibility streak with absent market activity.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,7.42E-09,81,0.852631579,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,53,,,,,
grok-4-1-fast,llm_base_rank,malicious_pre_report,8_3_f9da1642_f9da1642,35,AVOID_BUY,RISK,negative,neutral,,PASS,"No trades, buyers, mints, or items despite high gas indicates dead market with no liquidity.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,11793.02573,,,0.000309511,26,0.52,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,45,,,,,
grok-4-1-fast,llm_base_rank,malicious_pre_report,8_3_48bcdb6f_48bcdb6f,34,AVOID_BUY,RISK,negative,negative,,PASS,No trading activity or liquidity combined with low credibility signals high risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,1217.930459,,,9.62E-07,44,0.916666667,1,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,24,,,,,
grok-4-1-fast,llm_base_rank,malicious_pre_report,8_3_74547805_74547805,34,AVOID_BUY,RISK,negative,negative,,PASS,No market activity and low credibility percentile indicate high risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,250.0817642,,,3.90E-05,37,0.770833333,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,100,,,,,
grok-4-1-fast,llm_base_rank,malicious_pre_report,8_3_17e89a30_17e89a30,111,AVOID_BUY,RISK,negative,negative,,PASS,Zero market activity and low persistent reputation indicate high risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,3.70E-08,76,0.8,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,51,,,,,
grok-4-1-fast,llm_base_rank,good_trust,CloneX,88,ALLOW_BUY,NO_RISK,positive,negative,,PASS,Strong market volume and price gain offset low credibility lacking persistence.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,6852,160,1097192.576,106,209,3,19479,44165.46611,0.242055769,-0.338842975,0.043796663,1,0.010989011,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,179,,,,,
grok-4-1-fast,llm_base_rank,good_trust,Milady,96,ALLOW_BUY,NO_RISK,positive,positive,,PASS,Strong market activity with price and volume growth combined with top-tier credibility.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,6213.65808,211,1345598.571,103,176,0,10000,8342.305953,0.162121139,0.172222222,0.043281376,1,0.010638298,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,196,,,,,
grok-4-1-fast,llm_base_rank,good_trust,CloneX,115,ALLOW_BUY,NO_RISK,positive,positive,,PASS,"Robust market volume, price stability, and top credibility percentile indicate low risk.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,2647.791582,117,357640.7469,83,138,5,19516,9593.11212,0.052950033,-0.491304348,0.041561098,1,0.010526316,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,189,,,,,
grok-4-1-fast,llm_base_rank,good_trust,CloneX,104,ALLOW_BUY,NO_RISK,positive,positive,,PASS,"Robust trading volume, price increase, and top-tier credibility percentile support low risk.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,2830.462852,103,307549.7696,78,140,0,19504,2776.77425,0.119325767,0.68852459,0.042230905,2,0.021052632,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,191,,,,,
grok-4-1-fast,llm_base_rank,good_trust,CloneX,54,ALLOW_BUY,NO_RISK,positive,positive,,PASS,Strong market activity with high volume and price stability combined with excellent reputation credibility.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,36952.34,171,2456910.117,154,275,12,19378,33765.00304,2.123171565,-0.284518828,0.050301468,1,0.015384615,0,toptrust_100x2_grok41fast_llm_base_rank_decisions.csv,138,,,,,
grok-4-1-fast,llm_rank,malicious_pre_report,8_3_48bcdb6f_48bcdb6f,34,AVOID_BUY,RISK,neutral,negative,,PASS,Low TRep credibility percentile rank of 8/100 indicates meaningful risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,1217.930459,,,9.62E-07,44,0.916666667,1,toptrust_100x2_grok41fast_llm_rank_decisions.csv,84,,,,,
grok-4-1-fast,llm_rank,malicious_pre_report,8_3_4362e588_4362e588,42,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,Credibility at 53/100 is neutral with no low-reputation streak.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,12.50694147,,,0.000244614,27,0.473684211,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,13,,,,,
grok-4-1-fast,llm_rank,malicious_pre_report,8_3_e6d00e3b_e6d00e3b,42,AVOID_BUY,RISK,neutral,negative,,PASS,"TRep credibility percentile rank of 32/100 is low, indicating meaningful risk despite zero low-reputation streak.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,38.65254853,,,3.41E-05,39,0.684210526,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,23,,,,,
grok-4-1-fast,llm_rank,malicious_pre_report,8_3_fbbeee19_fbbeee19,111,AVOID_BUY,RISK,neutral,negative,,PASS,TRep credibility percentile of 37/100 indicates low credibility and higher risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,5.19E-06,60,0.631578947,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,83,,,,,
grok-4-1-fast,llm_rank,malicious_pre_report,8_3_48bcdb6f_48bcdb6f,34,AVOID_BUY,RISK,neutral,negative,,PASS,Very low TRep credibility percentile rank of 8/100 indicates high risk.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,1217.930459,,,9.62E-07,44,0.916666667,1,toptrust_100x2_grok41fast_llm_rank_decisions.csv,66,,,,,
grok-4-1-fast,llm_rank,good_trust,CloneX,114,ALLOW_BUY,NO_RISK,neutral,positive,,PASS,High credibility percentile rank of 99/100 indicates strong positive reputation.,no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,2514.641244,230,688902.7976,140,243,0,19511,12239.78018,0.381730582,0.031390135,0.041344637,1,0.010526316,0,toptrust_100x2_grok41fast_llm_rank_decisions.csv,186,,,,,
